R, F=Q^2/(2R^4) (Q=1), L=4 pi rho, L_F, kappa=1+2F L_FF/L_F
4.827750581432433649e-05,9.204298720910440000e+16,2.042218015628490946e+01,2.906478769364552312e-31,nan
4.829136079733354698e-05,9.193740266605921600e+16,2.042218015628490946e+01,2.913158432699455904e-31,nan
4.830521975653314000e-05,9.183193924137476800e+16,2.042218015628490946e+01,2.919853447222450900e-31,nan
4.831908269306422479e-05,9.172659679611353600e+16,2.042218015628490946e+01,2.926563848213603528e-31,nan
4.833294960806824262e-05,9.162137519149734400e+16,2.042218015628490946e+01,2.933289671034060462e-31,nan
4.834682050268696002e-05,9.151627428890721600e+16,2.042218015628490946e+01,2.940030951126239743e-31,nan
4.836069537806246879e-05,9.141129394988321600e+16,2.042218015628490946e+01,2.946787724014009888e-31,nan
4.837457423533719276e-05,9.130643403612420800e+16,2.042218015628490946e+01,2.953560025302881251e-31,nan
4.838845707565388778e-05,9.120169440948768000e+16,2.042218015628490946e+01,2.960347890680189942e-31,nan
4.840234390015563500e-05,9.109707493198960000e+16,2.042218015628490946e+01,2.967151355915296205e-31,nan
4.841623470998582046e-05,9.099257546580438400e+16,2.042218015628490946e+01,2.973970456859751692e-31,nan
4.843012950628820291e-05,9.088819587326420800e+16,2.042218015628490946e+01,2.980805229447518854e-31,nan
4.844402829020682573e-05,9.078393601685955200e+16,2.042218015628490946e+01,2.987655709695127278e-31,nan
4.845793106288609817e-05,9.067979575923827200e+16,2.042218015628490946e+01,2.994521933701895261e-31,nan
4.847183782547072767e-05,9.057577496320609600e+16,2.042218015628490946e+01,3.001403937650090527e-31,nan
4.848574857910576725e-05,9.047187349172593600e+16,2.042218015628490946e+01,3.008301757805144798e-31,nan
4.849966332493659519e-05,9.036809120791795200e+16,2.042218015628490946e+01,3.015215430515830271e-31,nan
4.851358206410890826e-05,9.026442797505940800e+16,2.042218015628490946e+01,3.022144992214454046e-31,nan
4.852750479776875558e-05,9.016088365658420800e+16,2.042218015628490946e+01,3.029090479417059128e-31,nan
4.854143152706248443e-05,9.005745811608318400e+16,2.042218015628490946e+01,3.036051928723599149e-31,nan
4.855536225313679448e-05,8.995415121730342400e+16,2.042218015628490946e+01,3.043029376818151630e-31,nan
4.856929697713871063e-05,8.985096282414835200e+16,2.042218015628490946e+01,3.050022860469096645e-31,nan
4.858323570021557628e-05,8.974789280067761600e+16,2.042218015628490946e+01,3.057032416529315630e-31,nan
4.859717842351508042e-05,8.964494101110667200e+16,2.042218015628490946e+01,3.064058081936384940e-31,nan
4.861112514818522373e-05,8.954210731980686400e+16,2.042218015628490946e+01,3.071099893712772025e-31,nan
4.862507587537433896e-05,8.943939159130508800e+16,2.042218015628490591e+01,3.078157888966025491e-31,nan
4.863903060623111119e-05,8.933679369028350400e+16,2.042218015628490591e+01,3.085232104888982217e-31,nan
4.865298934190452368e-05,8.923431348157969600e+16,2.042218015628490591e+01,3.092322578759948659e-31,nan
4.866695208354391883e-05,8.913195083018612800e+16,2.042218015628490591e+01,3.099429347942906221e-31,nan
4.868091883229893718e-05,8.902970560125030400e+16,2.042218015628490591e+01,3.106552449887705688e-31,nan
4.869488958931957842e-05,8.892757766007425600e+16,2.042218015628490591e+01,3.113691922130269100e-31,nan
4.870886435575615396e-05,8.882556687211465600e+16,2.042218015628490591e+01,3.120847802292774986e-31,nan
4.872284313275930724e-05,8.872367310298246400e+16,2.042218015628490591e+01,3.128020128083871186e-31,nan
4.873682592148002727e-05,8.862189621844275200e+16,2.042218015628490591e+01,3.135208937298870595e-31,nan
4.875081272306961479e-05,8.852023608441464000e+16,2.042218015628490591e+01,3.142414267819939902e-31,nan
4.876480353867970936e-05,8.841869256697107200e+16,2.042218015628490591e+01,3.149636157616307592e-31,nan
4.877879836946228255e-05,8.831726553233852800e+16,2.042218015628490591e+01,3.156874644744470202e-31,nan
4.879279721656962443e-05,8.821595484689710400e+16,2.042218015628490591e+01,3.164129767348374052e-31,nan
4.880680008115437744e-05,8.811476037717995200e+16,2.042218015628490591e+01,3.171401563659639888e-31,nan
4.882080696436949573e-05,8.801368198987353600e+16,2.042218015628490591e+01,3.178690071997744618e-31,nan
4.883481786736827902e-05,8.791271955181708800e+16,2.042218015628490591e+01,3.185995330770231938e-31,nan
4.884883279130433875e-05,8.781187293000272000e+16,2.042218015628490591e+01,3.193317378472915963e-31,nan
4.886285173733162518e-05,8.771114199157512000e+16,2.042218015628490591e+01,3.200656253690075658e-31,nan
4.887687470660444770e-05,8.761052660383115200e+16,2.042218015628490591e+01,3.208011995094677290e-31,nan
4.889090170027740031e-05,8.751002663422020800e+16,2.042218015628490591e+01,3.215384641448551343e-31,nan
4.890493271950543616e-05,8.740964195034356800e+16,2.042218015628490591e+01,3.222774231602618042e-31,nan
4.891896776544383364e-05,8.730937241995444800e+16,2.042218015628490591e+01,3.230180804497080030e-31,nan
4.893300683924820996e-05,8.720921791095766400e+16,2.042218015628490591e+01,3.237604399161640882e-31,nan
4.894704994207450761e-05,8.710917829140964800e+16,2.042218015628490591e+01,3.245045054715693843e-31,nan
4.896109707507899432e-05,8.700925342951822400e+16,2.042218015628490591e+01,3.252502810368537280e-31,nan
4.897514823941835795e-05,8.690944319364176000e+16,2.042218015628490591e+01,3.259977705419628226e-31,nan
4.898920343624937445e-05,8.680974745229139200e+16,2.042218015628490591e+01,3.267469779258604713e-31,nan
4.900326266672939577e-05,8.671016607412732800e+16,2.042218015628490591e+01,3.274979071365767473e-31,nan
4.901732593201602457e-05,8.661069892796102400e+16,2.042218015628490591e+01,3.282505621312100515e-31,nan
4.903139323326719554e-05,8.651134588275443200e+16,2.042218015628490591e+01,3.290049468759536497e-31,nan
4.904546457164117541e-05,8.641210680761980800e+16,2.042218015628490591e+01,3.297610653461155098e-31,nan
4.905953994829654940e-05,8.631298157181968000e+16,2.042218015628490591e+01,3.305189215261393213e-31,nan
4.907361936439227543e-05,8.621397004476625600e+16,2.042218015628490591e+01,3.312785194096267408e-31,nan
4.908770282108759601e-05,8.611507209602185600e+16,2.042218015628490591e+01,3.320398629993566599e-31,nan
4.910179031954211957e-05,8.601628759529820800e+16,2.042218015628490591e+01,3.328029563073074947e-31,nan
4.911588186091577304e-05,8.591761641245662400e+16,2.042218015628490591e+01,3.335678033546781614e-31,nan
4.912997744636880858e-05,8.581905841750768000e+16,2.042218015628490591e+01,3.343344081719084826e-31,nan
4.914407707706183753e-05,8.572061348061099200e+16,2.042218015628490591e+01,3.351027747987017396e-31,nan
4.915818075415578290e-05,8.562228147207520000e+16,2.042218015628490591e+01,3.358729072840448600e-31,nan
4.917228847881189977e-05,8.552406226235769600e+16,2.042218015628490591e+01,3.366448096862301811e-31,nan
4.918640025219179557e-05,8.542595572206441600e+16,2.042218015628490591e+01,3.374184860728768204e-31,nan
4.920051607545738266e-05,8.532796172194987200e+16,2.042218015628490591e+01,3.381939405209519571e-31,nan
4.921463594977093254e-05,8.523008013291665600e+16,2.042218015628490591e+01,3.389711771167928157e-31,nan
4.922875987629504198e-05,8.513231082601555200e+16,2.042218015628490591e+01,3.397501999561275971e-31,nan
4.924288785619263979e-05,8.503465367244523200e+16,2.042218015628490591e+01,3.405310131440972871e-31,nan
4.925701989062698002e-05,8.493710854355220800e+16,2.042218015628490591e+01,3.413136207952770694e-31,nan
4.927115598076166233e-05,8.483967531083044800e+16,2.042218015628490591e+01,3.420980270336987468e-31,nan
4.928529612776062519e-05,8.474235384592136000e+16,2.042218015628490591e+01,3.428842359928715411e-31,nan
4.929944033278812554e-05,8.464514402061366400e+16,2.042218015628490591e+01,3.436722518158046025e-31,nan
4.931358859700876593e-05,8.454804570684305600e+16,2.042218015628490591e+01,3.444620786550284220e-31,nan
4.932774092158747416e-05,8.445105877669225600e+16,2.042218015628490591e+01,3.452537206726165085e-31,nan
4.934189730768953039e-05,8.435418310239054400e+16,2.042218015628490591e+01,3.460471820402084227e-31,nan
4.935605775648051294e-05,8.425741855631404800e+16,2.042218015628490591e+01,3.468424669390297012e-31,nan
4.937022226912637961e-05,8.416076501098497600e+16,2.042218015628490591e+01,3.476395795599166863e-31,nan
4.938439084679339312e-05,8.406422233907196800e+16,2.042218015628490591e+01,3.484385241033360126e-31,nan
4.939856349064815501e-05,8.396779041338971200e+16,2.042218015628490591e+01,3.492393047794082976e-31,nan
4.941274020185761241e-05,8.387146910689873600e+16,2.042218015628490591e+01,3.500419258079295119e-31,nan
4.942692098158903770e-05,8.377525829270529600e+16,2.042218015628490591e+01,3.508463914183940125e-31,nan
4.944110583101003531e-05,8.367915784406129600e+16,2.042218015628490591e+01,3.516527058500158255e-31,nan
4.945529475128855525e-05,8.358316763436396800e+16,2.042218015628490591e+01,3.524608733517518109e-31,nan
4.946948774359287958e-05,8.348728753715574400e+16,2.042218015628490591e+01,3.532708981823237772e-31,nan
4.948368480909162237e-05,8.339151742612417600e+16,2.042218015628490591e+01,3.540827846102412086e-31,nan
4.949788594895373654e-05,8.329585717510168000e+16,2.042218015628490591e+01,3.548965369138230286e-31,nan
4.951209116434851379e-05,8.320030665806536000e+16,2.042218015628490591e+01,3.557121593812208097e-31,nan
4.952630045644555756e-05,8.310486574913708800e+16,2.042218015628490591e+01,3.565296563104406241e-31,nan
4.954051382641484394e-05,8.300953432258284800e+16,2.042218015628490591e+01,3.573490320093670415e-31,nan
4.955473127542665401e-05,8.291431225281308800e+16,2.042218015628490591e+01,3.581702907957844987e-31,nan
4.956895280465162793e-05,8.281919941438212800e+16,2.042218015628490591e+01,3.589934369974008589e-31,nan
4.958317841526072440e-05,8.272419568198835200e+16,2.042218015628490591e+01,3.598184749518693509e-31,nan
4.959740810842524768e-05,8.262930093047379200e+16,2.042218015628490591e+01,3.606454090068125225e-31,nan
4.961164188531683405e-05,8.253451503482406400e+16,2.042218015628490591e+01,3.614742435198447485e-31,nan
4.962587974710745188e-05,8.243983787016827200e+16,2.042218015628490591e+01,3.623049828585943896e-31,nan
4.964012169496942185e-05,8.234526931177860800e+16,2.042218015628490591e+01,3.631376314007280514e-31,nan
4.965436773007537638e-05,8.225080923507049600e+16,2.042218015628490591e+01,3.639721935339726992e-31,nan
4.966861785359831381e-05,8.215645751560212800e+16,2.042218015628490591e+01,3.648086736561395677e-31,nan
4.968287206671155094e-05,8.206221402907454400e+16,2.042218015628490591e+01,3.656470761751468004e-31,nan
4.969713037058873662e-05,8.196807865133139200e+16,2.042218015628490591e+01,3.664874055090425274e-31,nan
4.971139276640386531e-05,8.187405125835867200e+16,2.042218015628490591e+01,3.673296660860285561e-31,nan
4.972565925533127703e-05,8.178013172628462400e+16,2.042218015628490591e+01,3.681738623444840620e-31,nan
4.973992983854562351e-05,8.168631993137971200e+16,2.042218015628490591e+01,3.690199987329877466e-31,nan
4.975420451722191564e-05,8.159261575005624000e+16,2.042218015628490591e+01,3.698680797103422287e-31,nan
4.976848329253550312e-05,8.149901905886820800e+16,2.042218015628490591e+01,3.707181097455979980e-31,nan
4.978276616566206089e-05,8.140552973451134400e+16,2.042218015628490591e+01,3.715700933180753980e-31,nan
4.979705313777759595e-05,8.131214765382286400e+16,2.042218015628490591e+01,3.724240349173894986e-31,nan
4.981134421005846766e-05,8.121887269378110400e+16,2.042218015628490591e+01,3.732799390434735249e-31,nan
4.982563938368137418e-05,8.112570473150560000e+16,2.042218015628490591e+01,3.741378102066025033e-31,nan
4.983993865982333217e-05,8.103264364425692800e+16,2.042218015628490591e+01,3.749976529274163833e-31,nan
4.985424203966180553e-05,8.093968930943574400e+16,2.042218015628490591e+01,3.758594717369505156e-31,nan
4.986854952437431233e-05,8.084684160458520000e+16,2.042218015628490591e+01,3.767232711766368348e-31,nan
4.988286111513900089e-05,8.075410040738700800e+16,2.042218015628490591e+01,3.775890557983612245e-31,nan
4.989717681313424311e-05,8.066146559566395200e+16,2.042218015628490591e+01,3.784568301644643936e-31,nan
4.991149661953874969e-05,8.056893704737896000e+16,2.042218015628490591e+01,3.793265988477726170e-31,nan
4.992582053553159052e-05,8.047651464063480000e+16,2.042218015628490591e+01,3.801983664316217766e-31,nan
4.994014856229215393e-05,8.038419825367422400e+16,2.042218015628490591e+01,3.810721375098805268e-31,nan
4.995448070100016709e-05,8.029198776487963200e+16,2.042218015628490591e+01,3.819479166869754740e-31,nan
4.996881695283572308e-05,8.019988305277276800e+16,2.042218015628490591e+01,3.828257085779156550e-31,nan
4.998315731897921312e-05,8.010788399601502400e+16,2.042218015628490591e+01,3.837055178083146960e-31,nan
4.999750180061140114e-05,8.001599047340667200e+16,2.042218015628490591e+01,3.845873490144189691e-31,nan
5.001185039891336957e-05,7.992420236388724800e+16,2.042218015628490591e+01,3.854712068431280428e-31,nan
5.002620311506653962e-05,7.983251954653507200e+16,2.042218015628490591e+01,3.863570959520218324e-31,nan
5.004055995025269844e-05,7.974094190056707200e+16,2.042218015628490591e+01,3.872450210093845092e-31,nan
5.005492090565393133e-05,7.964946930533894400e+16,2.042218015628490591e+01,3.881349866942280601e-31,nan
5.006928598245268951e-05,7.955810164034464000e+16,2.042218015628490591e+01,3.890269976963182554e-31,nan
5.008365518183176301e-05,7.946683878521633600e+16,2.042218015628490591e+01,3.899210587161991717e-31,nan
5.009802850497426711e-05,7.937568061972436800e+16,2.042218015628490591e+01,3.908171744652168819e-31,nan
5.011240595306367627e-05,7.928462702377689600e+16,2.042218015628490591e+01,3.917153496655460809e-31,nan
5.012678752728379016e-05,7.919367787741988800e+16,2.042218015628490591e+01,3.926155890502130747e-31,nan
5.014117322881874052e-05,7.910283306083697600e+16,2.042218015628490591e+01,3.935178973631216613e-31,nan
5.015556305885303178e-05,7.901209245434907200e+16,2.042218015628490591e+01,3.944222793590791419e-31,nan
5.016995701857145974e-05,7.892145593841460800e+16,2.042218015628490591e+01,3.953287398038184355e-31,nan
5.018435510915921323e-05,7.883092339362886400e+16,2.042218015628490591e+01,3.962372834740269802e-31,nan
5.019875733180177924e-05,7.874049470072433600e+16,2.042218015628490591e+01,3.971479151573688480e-31,nan
5.021316368768501066e-05,7.865016974057017600e+16,2.042218015628490591e+01,3.980606396525112813e-31,nan
5.022757417799507889e-05,7.855994839417233600e+16,2.042218015628490591e+01,3.989754617691499167e-31,nan
5.024198880391852123e-05,7.846983054267312000e+16,2.042218015628490591e+01,3.998923863280341837e-31,nan
5.025640756664218669e-05,7.837981606735129600e+16,2.042218015628490591e+01,4.008114181609921769e-31,nan
5.027083046735329698e-05,7.828990484962171200e+16,2.042218015628490591e+01,4.017325621109568438e-31,nan
5.028525750723939229e-05,7.820009677103529600e+16,2.042218015628490591e+01,4.026558230319912951e-31,nan
5.029968868748834485e-05,7.811039171327899200e+16,2.042218015628490591e+01,4.035812057893129772e-31,nan
5.031412400928839959e-05,7.802078955817518400e+16,2.042218015628490591e+01,4.045087152593225742e-31,nan
5.032856347382812668e-05,7.793129018768196800e+16,2.042218015628490591e+01,4.054383563296264284e-31,nan
5.034300708229642835e-05,7.784189348389291200e+16,2.042218015628490591e+01,4.063701338990636032e-31,nan
5.035745483588254564e-05,7.775259932903681600e+16,2.042218015628490591e+01,4.073040528777316315e-31,nan
5.037190673577608550e-05,7.766340760547744000e+16,2.042218015628490591e+01,4.082401181870131409e-31,nan
5.038636278316698013e-05,7.757431819571360000e+16,2.042218015628490591e+01,4.091783347596005511e-31,nan
5.040082297924549379e-05,7.748533098237892800e+16,2.042218015628490591e+01,4.101187075395222611e-31,nan
5.041528732520224987e-05,7.739644584824161600e+16,2.042218015628490591e+01,4.110612414821696239e-31,nan
5.042975582222821058e-05,7.730766267620435200e+16,2.042218015628490591e+01,4.120059415543221698e-31,nan
5.044422847151467016e-05,7.721898134930416000e+16,2.042218015628490591e+01,4.129528127341743191e-31,nan
5.045870527425327522e-05,7.713040175071224000e+16,2.042218015628490591e+01,4.139018600113609552e-31,nan
5.047318623163600439e-05,7.704192376373382400e+16,2.042218015628490591e+01,4.148530883869844002e-31,nan
5.048767134485518870e-05,7.695354727180795200e+16,2.042218015628490591e+01,4.158065028736405136e-31,nan
5.050216061510349119e-05,7.686527215850742400e+16,2.042218015628490591e+01,4.167621084954448793e-31,nan
5.051665404357392049e-05,7.677709830753862400e+16,2.042218015628490591e+01,4.177199102880596929e-31,nan
5.053115163145983761e-05,7.668902560274121600e+16,2.042218015628490591e+01,4.186799132987202989e-31,nan
