R, F=Q^2/(2R^4) (Q=1), L=4 pi rho, L_F, kappa=1+2F L_FF/L_F
5.641030375051916262e-02,4.937831334374181461e+04,2.037245936333237495e+01,1.003985968689228556e-06,-2.988284631465771835e+00
5.642649273515756153e-02,4.932167039017382194e+04,2.037240242947679647e+01,1.006286557365934166e-06,-2.988271222698390517e+00
5.644268636581283027e-02,4.926509241298866255e+04,2.037234543061980574e+01,1.008592409972384570e-06,-2.988257798637071971e+00
5.645888464381833977e-02,4.920857933765039343e+04,2.037228836668763066e+01,1.010903538526173746e-06,-2.988244359265339600e+00
5.647508757050779399e-02,4.915213108970874600e+04,2.037223123760641741e+01,1.013219955072236411e-06,-2.988230904565409407e+00
5.649129514721530632e-02,4.909574759479876957e+04,2.037217404330222692e+01,1.015541671682914940e-06,-2.988217434519826021e+00
5.650750737527537870e-02,4.903942877864079492e+04,2.037211678370104195e+01,1.017868700458020352e-06,-2.988203949111095437e+00
5.652372425602287392e-02,4.898317456704042706e+04,2.037205945872875290e+01,1.020201053524894351e-06,-2.988190448322586956e+00
5.653994579079305721e-02,4.892698488588834152e+04,2.037200206831117200e+01,1.022538743038470744e-06,-2.988176932135991670e+00
5.655617198092156156e-02,4.887085966116024792e+04,2.037194461237403331e+01,1.024881781181339171e-06,-2.988163400533862202e+00
5.657240282774441548e-02,4.881479881891675905e+04,2.037188709084298566e+01,1.027230180163807793e-06,-2.988149853499778352e+00
5.658863833259802911e-02,4.875880228530328168e+04,2.037182950364358902e+01,1.029583952223965121e-06,-2.988136291015640822e+00
5.660487849681924283e-02,4.870286998654980562e+04,2.037177185070131813e+01,1.031943109627751592e-06,-2.988122713063466662e+00
5.662112332174511903e-02,4.864700184897147847e+04,2.037171413194157665e+01,1.034307664668990273e-06,-2.988109119626134902e+00
5.663737280871328911e-02,4.859119779896737600e+04,2.037165634728967589e+01,1.036677629669498036e-06,-2.988095510686437528e+00
5.665362695906167589e-02,4.853545776302126615e+04,2.037159849667084188e+01,1.039053016979117106e-06,-2.988081886226564343e+00
5.666988577412861855e-02,4.847978166770117241e+04,2.037154058001021895e+01,1.041433838975785795e-06,-2.988068246228459568e+00
5.668614925525281706e-02,4.842416943965943210e+04,2.037148259723286969e+01,1.043820108065602656e-06,-2.988054590675247368e+00
5.670241740377336692e-02,4.836862100563247805e+04,2.037142454826377502e+01,1.046211836682890018e-06,-2.988040919549255658e+00
5.671869022102975222e-02,4.831313629244075128e+04,2.037136643302782346e+01,1.048609037290259627e-06,-2.988027232832378033e+00
5.673496770836183867e-02,4.825771522698868648e+04,2.037130825144982538e+01,1.051011722378673423e-06,-2.988013530507140025e+00
5.675124986710986669e-02,4.820235773626456648e+04,2.037125000345450587e+01,1.053419904467509818e-06,-2.987999812556157764e+00
5.676753669861446527e-02,4.814706374734044948e+04,2.037119168896650123e+01,1.055833596104626589e-06,-2.987986078961601955e+00
5.678382820421666588e-02,4.809183318737195077e+04,2.037113330791036958e+01,1.058252809866429064e-06,-2.987972329705373298e+00
5.680012438525786078e-02,4.803666598359835916e+04,2.037107486021058733e+01,1.060677558357928994e-06,-2.987958564770167857e+00
5.681642524307983777e-02,4.798156206334236776e+04,2.037101634579153853e+01,1.063107854212813580e-06,-2.987944784138226062e+00
5.683273077902477322e-02,4.792652135401005216e+04,2.037095776457751839e+01,1.065543710093509429e-06,-2.987930987791156401e+00
5.684904099443521125e-02,4.787154378309080494e+04,2.037089911649275109e+01,1.067985138691245021e-06,-2.987917175712235363e+00
5.686535589065411234e-02,4.781662927815710282e+04,2.037084040146136488e+01,1.070432152726121861e-06,-2.987903347883388072e+00
5.688167546902479083e-02,4.776177776686460857e+04,2.037078161940740983e+01,1.072884764947172285e-06,-2.987889504286079578e+00
5.689799973089097046e-02,4.770698917695187993e+04,2.037072277025484368e+01,1.075342988132431251e-06,-2.987875644902723060e+00
5.691432867759674274e-02,4.765226343624044239e+04,2.037066385392754952e+01,1.077806835088997746e-06,-2.987861769715435489e+00
5.693066231048659470e-02,4.759760047263460001e+04,2.037060487034931811e+01,1.080276318653101704e-06,-2.987847878706569205e+00
5.694700063090539499e-02,4.754300021412132628e+04,2.037054581944384424e+01,1.082751451690172610e-06,-2.987833971858525839e+00
5.696334364019840779e-02,4.748846258877022046e+04,2.037048670113476234e+01,1.085232247094902824e-06,-2.987820049152879687e+00
5.697969133971127198e-02,4.743398752473340573e+04,2.037042751534560381e+01,1.087718717791313009e-06,-2.987806110571429308e+00
5.699604373079000808e-02,4.737957495024543459e+04,2.037036826199981121e+01,1.090210876732819469e-06,-2.987792156096718443e+00
5.701240081478103905e-02,4.732522479362315789e+04,2.037030894102075962e+01,1.092708736902303187e-06,-2.987778185710627810e+00
5.702876259303116951e-02,4.727093698326565209e+04,2.037024955233171752e+01,1.095212311312172924e-06,-2.987764199395078091e+00
5.704512906688758572e-02,4.721671144765412464e+04,2.037019009585588236e+01,1.097721613004433622e-06,-2.987750197131847862e+00
5.706150023769785556e-02,4.716254811535187764e+04,2.037013057151635564e+01,1.100236655050752891e-06,-2.987736178903620754e+00
5.707787610680999796e-02,4.710844691500393674e+04,2.037007097923616072e+01,1.102757450552536185e-06,-2.987722144691006498e+00
5.709425667557225387e-02,4.705440777533771325e+04,2.037001131893822858e+01,1.105284012640963016e-06,-2.987708094477449894e+00
5.711064194533341243e-02,4.700043062516184727e+04,2.036995159054540849e+01,1.107816354477101510e-06,-2.987694028243608635e+00
5.712703191744259584e-02,4.694651539336682617e+04,2.036989179398046090e+01,1.110354489251942927e-06,-2.987679945971734696e+00
5.714342659324932183e-02,4.689266200892469351e+04,2.036983192916606100e+01,1.112898430186480645e-06,-2.987665847644437545e+00
5.715982597410347588e-02,4.683887040088900540e+04,2.036977199602479160e+01,1.115448190531773264e-06,-2.987651733242085772e+00
5.717623006135533897e-02,4.678514049839469953e+04,2.036971199447915737e+01,1.118003783569016607e-06,-2.987637602747829746e+00
5.719263885635560152e-02,4.673147223065792787e+04,2.036965192445157413e+01,1.120565222609612114e-06,-2.987623456143089662e+00
5.720905236045530778e-02,4.667786552697614388e+04,2.036959178586436181e+01,1.123132520995230369e-06,-2.987609293408776345e+00
5.722547057500590451e-02,4.662432031672786979e+04,2.036953157863976926e+01,1.125705692097883739e-06,-2.987595114527524132e+00
5.724189350135923393e-02,4.657083652937258739e+04,2.036947130269994943e+01,1.128284749319996670e-06,-2.987580919481099162e+00
5.725832114086750607e-02,4.651741409445081081e+04,2.036941095796696288e+01,1.130869706094467527e-06,-2.987566708250915859e+00
5.727475349488334727e-02,4.646405294158373727e+04,2.036935054436279202e+01,1.133460575884745879e-06,-2.987552480818723932e+00
5.729119056475975164e-02,4.641075300047338533e+04,2.036929006180932689e+01,1.136057372184895824e-06,-2.987538237165744626e+00
5.730763235185010879e-02,4.635751420090239844e+04,2.036922951022836870e+01,1.138660108519665646e-06,-2.987523977274041176e+00
5.732407885750818305e-02,4.630433647273400129e+04,2.036916888954163696e+01,1.141268798444560672e-06,-2.987509701125655504e+00
5.734053008308814814e-02,4.625121974591181061e+04,2.036910819967076591e+01,1.143883455545910600e-06,-2.987495408701749344e+00
5.735698602994455941e-02,4.619816395045981335e+04,2.036904744053728677e+01,1.146504093440937904e-06,-2.987481099983803290e+00
5.737344669943235387e-02,4.614516901648233033e+04,2.036898661206265970e+01,1.149130725777830041e-06,-2.987466774953268178e+00
5.738991209290685708e-02,4.609223487416381249e+04,2.036892571416824538e+01,1.151763366235808274e-06,-2.987452433592075351e+00
5.740638221172379707e-02,4.603936145376878994e+04,2.036886474677532632e+01,1.154402028525198820e-06,-2.987438075881438060e+00
5.742285705723928352e-02,4.598654868564179924e+04,2.036880370980508559e+01,1.157046726387501886e-06,-2.987423701803383125e+00
5.743933663080980773e-02,4.593379650020729605e+04,2.036874260317862806e+01,1.159697473595463454e-06,-2.987409311339042528e+00
5.745582093379225652e-02,4.588110482796955330e+04,2.036868142681696625e+01,1.162354283953143677e-06,-2.987394904468999801e+00
5.747230996754391225e-02,4.582847359951251565e+04,2.036862018064102031e+01,1.165017171295990999e-06,-2.987380481176334701e+00
5.748880373342243194e-02,4.577590274549981405e+04,2.036855886457163578e+01,1.167686149490910970e-06,-2.987366041441697817e+00
5.750530223278588204e-02,4.572339219667456928e+04,2.036849747852954451e+01,1.170361232436338251e-06,-2.987351585246031060e+00
5.752180546699270369e-02,4.567094188385936286e+04,2.036843602243541795e+01,1.173042434062306912e-06,-2.987337112571570419e+00
5.753831343740173354e-02,4.561855173795615701e+04,2.036837449620982454e+01,1.175729768330523280e-06,-2.987322623398632526e+00
5.755482614537224539e-02,4.556622168994598178e+04,2.036831289977323678e+01,1.178423249234442170e-06,-2.987308117708987965e+00
5.757134359226374204e-02,4.551395167088958260e+04,2.036825123304605256e+01,1.181122890799312625e-06,-2.987293595485365216e+00
5.758786577943630219e-02,4.546174161192619795e+04,2.036818949594857031e+01,1.183828707082293752e-06,-2.987279056707039082e+00
5.760439270825030295e-02,4.540959144427432329e+04,2.036812768840101029e+01,1.186540712172493467e-06,-2.987264501355745061e+00
5.762092438006653772e-02,4.535750109923130367e+04,2.036806581032348973e+01,1.189258920191053201e-06,-2.987249929413309246e+00
5.763746079624619545e-02,4.530547050817326090e+04,2.036800386163604770e+01,1.191983345291217783e-06,-2.987235340860806776e+00
5.765400195815081202e-02,4.525349960255517362e+04,2.036794184225863091e+01,1.194714001658404894e-06,-2.987220735679066763e+00
5.767054786714237435e-02,4.520158831391046260e+04,2.036787975211108659e+01,1.197450903510286806e-06,-2.987206113850003675e+00
5.768709852458322324e-02,4.514973657385121624e+04,2.036781759111319090e+01,1.200194065096853696e-06,-2.987191475354106007e+00
5.770365393183608804e-02,4.509794431406796502e+04,2.036775535918461344e+01,1.202943500700489883e-06,-2.987176820172444458e+00
5.772021409026411448e-02,4.504621146632953605e+04,2.036769305624494208e+01,1.205699224636051540e-06,-2.987162148286660823e+00
5.773677900123082296e-02,4.499453796248305298e+04,2.036763068221367590e+01,1.208461251250933399e-06,-2.987147459677634398e+00
5.775334866610011553e-02,4.494292373445385601e+04,2.036756823701022157e+01,1.211229594925145833e-06,-2.987132754326477180e+00
5.776992308623630362e-02,4.489136871424534911e+04,2.036750572055388631e+01,1.214004270071388330e-06,-2.987118032214034269e+00
5.778650226300408727e-02,4.483987283393890539e+04,2.036744313276390628e+01,1.216785291135123827e-06,-2.987103293322040276e+00
5.780308619776855505e-02,4.478843602569383802e+04,2.036738047355941461e+01,1.219572672594652187e-06,-2.987088537630793628e+00
5.781967489189517723e-02,4.473705822174731293e+04,2.036731774285945917e+01,1.222366428961181773e-06,-2.987073765121147417e+00
5.783626834674983341e-02,4.468573935441417416e+04,2.036725494058298480e+01,1.225166574778908435e-06,-2.987058975774502301e+00
5.785286656369878489e-02,4.463447935608694388e+04,2.036719206664886528e+01,1.227973124625087505e-06,-2.987044169571809071e+00
5.786946954410869537e-02,4.458327815923564776e+04,2.036712912097587136e+01,1.230786093110110670e-06,-2.987029346494392001e+00
5.788607728934660329e-02,4.453213569640785863e+04,2.036706610348267787e+01,1.233605494877576273e-06,-2.987014506522628565e+00
5.790268980077994954e-02,4.448105190022846364e+04,2.036700301408788505e+01,1.236431344604369145e-06,-2.986999649636937537e+00
5.791930707977656356e-02,4.443002670339967153e+04,2.036693985270999363e+01,1.239263657000732603e-06,-2.986984775819417237e+00
5.793592912770468423e-02,4.437906003870084533e+04,2.036687661926740844e+01,1.242102446810348709e-06,-2.986969885050057893e+00
5.795255594593291815e-02,4.432815183898850228e+04,2.036681331367844905e+01,1.244947728810406029e-06,-2.986954977309542070e+00
5.796918753583028133e-02,4.427730203719615383e+04,2.036674993586133908e+01,1.247799517811682012e-06,-2.986940052579556415e+00
5.798582389876617837e-02,4.422651056633426924e+04,2.036668648573421692e+01,1.250657828658616463e-06,-2.986925110839520947e+00
5.800246503611040244e-02,4.417577735949013731e+04,2.036662296321512855e+01,1.253522676229387358e-06,-2.986910152071656999e+00
5.801911094923314222e-02,4.412510234982783004e+04,2.036655936822202051e+01,1.256394075435988347e-06,-2.986895176256561868e+00
5.803576163950503741e-02,4.407448547058791155e+04,2.036649570067275761e+01,1.259272041224311760e-06,-2.986880183373865627e+00
5.805241710829694979e-02,4.402392665508802747e+04,2.036643196048510518e+01,1.262156588574191808e-06,-2.986865173405023555e+00
5.806907735698031703e-02,4.397342583672177716e+04,2.036636814757674330e+01,1.265047732499535027e-06,-2.986850146330496614e+00
5.808574238692688907e-02,4.392298294895941945e+04,2.036630426186525611e+01,1.267945488048358182e-06,-2.986835102131086828e+00
5.810241219950883218e-02,4.387259792534742883e+04,2.036624030326812473e+01,1.270849870302880380e-06,-2.986820040787266706e+00
5.811908679609869427e-02,4.382227069950859004e+04,2.036617627170276634e+01,1.273760894379592739e-06,-2.986804962279673958e+00
5.813576617806941876e-02,4.377200120514178707e+04,2.036611216708647376e+01,1.276678575429341824e-06,-2.986789866589424136e+00
5.815245034679434460e-02,4.372178937602199585e+04,2.036604798933647231e+01,1.279602928637405452e-06,-2.986774753696489704e+00
5.816913930364719931e-02,4.367163514600013150e+04,2.036598373836988429e+01,1.282533969223568928e-06,-2.986759623581483059e+00
5.818583305000212674e-02,4.362153844900296099e+04,2.036591941410373607e+01,1.285471712442205937e-06,-2.986744476224999723e+00
5.820253158723363157e-02,4.357149921903313225e+04,2.036585501645495810e+01,1.288416173582352654e-06,-2.986729311607457582e+00
5.821923491671663481e-02,4.352151739016891952e+04,2.036579054534040978e+01,1.291367367967791397e-06,-2.986714129709735044e+00
5.823594303982644604e-02,4.347159289656427427e+04,2.036572600067682970e+01,1.294325310957124312e-06,-2.986698930512044381e+00
5.825265595793878426e-02,4.342172567244858510e+04,2.036566138238088897e+01,1.297290017943856596e-06,-2.986683713994249700e+00
5.826937367242972232e-02,4.337191565212685964e+04,2.036559669036914144e+01,1.300261504356466590e-06,-2.986668480138114035e+00
5.828609618467577719e-02,4.332216276997928799e+04,2.036553192455806638e+01,1.303239785658499166e-06,-2.986653228923115577e+00
5.830282349605383357e-02,4.327246696046142461e+04,2.036546708486404000e+01,1.306224877348630306e-06,-2.986637960329185049e+00
5.831955560794117865e-02,4.322282815810399188e+04,2.036540217120334262e+01,1.309216794960756051e-06,-2.986622674337651162e+00
5.833629252171548124e-02,4.317324629751285102e+04,2.036533718349217637e+01,1.312215554064067454e-06,-2.986607370928362037e+00
5.835303423875482648e-02,4.312372131336881284e+04,2.036527212164663325e+01,1.315221170263132323e-06,-2.986592050081599226e+00
5.836978076043768809e-02,4.307425314042765240e+04,2.036520698558270936e+01,1.318233659197974633e-06,-2.986576711777916948e+00
5.838653208814293533e-02,4.302484171351997065e+04,2.036514177521632973e+01,1.321253036544155833e-06,-2.986561355997496392e+00
5.840328822324981212e-02,4.297548696755118726e+04,2.036507649046330926e+01,1.324279318012850242e-06,-2.986545982720468118e+00
5.842004916713799956e-02,4.292618883750129316e+04,2.036501113123936335e+01,1.327312519350933768e-06,-2.986530591927063050e+00
5.843681492118753262e-02,4.287694725842497428e+04,2.036494569746012218e+01,1.330352656341054426e-06,-2.986515183597452161e+00
5.845358548677888344e-02,4.282776216545127681e+04,2.036488018904111996e+01,1.333399744801725512e-06,-2.986499757712060887e+00
5.847036086529287802e-02,4.277863349378382554e+04,2.036481460589779502e+01,1.336453800587392520e-06,-2.986484314250771543e+00
5.848714105811076563e-02,4.272956117870046728e+04,2.036474894794550039e+01,1.339514839588526525e-06,-2.986468853193716022e+00
5.850392606661419109e-02,4.268054515555330727e+04,2.036468321509947543e+01,1.342582877731698932e-06,-2.986453374521111925e+00
5.852071589218524328e-02,4.263158535976846179e+04,2.036461740727488134e+01,1.345657930979673809e-06,-2.986437878213093811e+00
5.853751053620624006e-02,4.258268172684661840e+04,2.036455152438678340e+01,1.348740015331451927e-06,-2.986422364250210126e+00
5.855431000006006831e-02,4.253383419236195914e+04,2.036448556635014384e+01,1.351829146822409674e-06,-2.986406832611491868e+00
5.857111428512995488e-02,4.248504269196271343e+04,2.036441953307983255e+01,1.354925341524344163e-06,-2.986391283277310293e+00
5.858792339279951522e-02,4.243630716137096169e+04,2.036435342449062347e+01,1.358028615545561954e-06,-2.986375716227948729e+00
5.860473732445279499e-02,4.238762753638245340e+04,2.036428724049720884e+01,1.361138985030966090e-06,-2.986360131443442256e+00
5.862155608147417984e-02,4.233900375286669441e+04,2.036422098101416012e+01,1.364256466162132966e-06,-2.986344528903419615e+00
5.863837966524849954e-02,4.229043574676667777e+04,2.036415464595597768e+01,1.367381075157401897e-06,-2.986328908587727149e+00
5.865520807716096546e-02,4.224192345409888367e+04,2.036408823523705180e+01,1.370512828271951359e-06,-2.986313270476584236e+00
5.867204131859718452e-02,4.219346681095322856e+04,2.036402174877168392e+01,1.373651741797887709e-06,-2.986297614550103674e+00
5.868887939094316608e-02,4.214506575349289778e+04,2.036395518647407243e+01,1.376797832064325446e-06,-2.986281940787670841e+00
5.870572229558530808e-02,4.209672021795434557e+04,2.036388854825833405e+01,1.379951115437470640e-06,-2.986266249169188924e+00
5.872257003391042479e-02,4.204843014064712770e+04,2.036382183403847534e+01,1.383111608320707967e-06,-2.986250539674915050e+00
5.873942260730570519e-02,4.200019545795390877e+04,2.036375504372841050e+01,1.386279327154680541e-06,-2.986234812284215501e+00
5.875628001715875459e-02,4.195201610633028758e+04,2.036368817724195779e+01,1.389454288417374408e-06,-2.986219066976652847e+00
5.877314226485757381e-02,4.190389202230475348e+04,2.036362123449285022e+01,1.392636508624210442e-06,-2.986203303732445580e+00
5.879000935179056614e-02,4.185582314247860631e+04,2.036355421539470356e+01,1.395826004328116988e-06,-2.986187522531687399e+00
5.880688127934649567e-02,4.180780940352597827e+04,2.036348711986105542e+01,1.399022792119619429e-06,-2.986171723353108209e+00
5.882375804891457755e-02,4.175985074219349190e+04,2.036341994780533682e+01,1.402226888626929971e-06,-2.986155906177014430e+00
5.884063966188440853e-02,4.171194709530037653e+04,2.036335269914088997e+01,1.405438310516029810e-06,-2.986140070983113848e+00
5.885752611964595316e-02,4.166409839973841736e+04,2.036328537378094694e+01,1.408657074490745786e-06,-2.986124217750520948e+00
5.887441742358962699e-02,4.161630459247167164e+04,2.036321797163865810e+01,1.411883197292852024e-06,-2.986108346459597218e+00
5.889131357510619946e-02,4.156856561053659971e+04,2.036315049262706722e+01,1.415116695702140878e-06,-2.986092457089335017e+00
5.890821457558687024e-02,4.152088139104181755e+04,2.036308293665912927e+01,1.418357586536519279e-06,-2.986076549619812504e+00
5.892512042642321368e-02,4.147325187116816960e+04,2.036301530364769263e+01,1.421605886652085814e-06,-2.986060624030040689e+00
5.894203112900722047e-02,4.142567698816848133e+04,2.036294759350551331e+01,1.424861612943224113e-06,-2.986044680299958287e+00
5.895894668473129069e-02,4.137815667936755926e+04,2.036287980614524784e+01,1.428124782342688608e-06,-2.986028718408889837e+00
5.897586709498819219e-02,4.133069088216216915e+04,2.036281194147945683e+01,1.431395411821683947e-06,-2.986012738336315753e+00
5.899279236117109526e-02,4.128327953402091225e+04,2.036274399942060498e+01,1.434673518389959435e-06,-2.985996740061859889e+00
5.900972248467367676e-02,4.123592257248378883e+04,2.036267597988106104e+01,1.437959119095908138e-06,-2.985980723564526151e+00
5.902665746688978005e-02,4.118861993516312941e+04,2.036260788277308720e+01,1.441252231026600552e-06,-2.985964688824545910e+00
5.904359730921385913e-02,4.114137155974222696e+04,2.036253970800885327e+01,1.444552871307948503e-06,-2.985948635820593111e+00
5.906054201304069412e-02,4.109417738397606445e+04,2.036247145550043314e+01,1.447861057104741572e-06,-2.985932564532247202e+00
5.907749157976546761e-02,4.104703734569104563e+04,2.036240312515979767e+01,1.451176805620748525e-06,-2.985916474938763443e+00
5.909444601078377157e-02,4.099995138278482773e+04,2.036233471689882180e+01,1.454500134098807946e-06,-2.985900367019829638e+00
5.911140530749158656e-02,4.095291943322637962e+04,2.036226623062928454e+01,1.457831059820911459e-06,-2.985884240754349328e+00
5.912836947128528864e-02,4.090594143505581451e+04,2.036219766626286543e+01,1.461169600108293512e-06,-2.985868096121503168e+00
5.914533850356169103e-02,4.085901732638424437e+04,2.036212902371114097e+01,1.464515772321525187e-06,-2.985851933101195232e+00
5.916231240571796779e-02,4.081214704539386730e+04,2.036206030288559177e+01,1.467869593860593396e-06,-2.985835751672235805e+00
5.917929117915168846e-02,4.076533053033781471e+04,2.036199150369760602e+01,1.471231082164996387e-06,-2.985819551813551520e+00
5.919627482526087364e-02,4.071856771953991120e+04,2.036192262605846182e+01,1.474600254713834373e-06,-2.985803333504932322e+00
5.921326334544389086e-02,4.067185855139487103e+04,2.036185366987934842e+01,1.477977129025894239e-06,-2.985787096725068590e+00
5.923025674109955868e-02,4.062520296436797071e+04,2.036178463507134495e+01,1.481361722659740805e-06,-2.985770841453059710e+00
5.924725501362704261e-02,4.057860089699519449e+04,2.036171552154544173e+01,1.484754053213804499e-06,-2.985754567668704951e+00
5.926425816442595224e-02,4.053205228788292152e+04,2.036164632921252604e+01,1.488154138326479820e-06,-2.985738275350397153e+00
5.928126619489628574e-02,4.048555707570801314e+04,2.036157705798338213e+01,1.491561995676202635e-06,-2.985721964477379142e+00
5.929827910643844374e-02,4.043911519921763829e+04,2.036150770776870189e+01,1.494977642981552241e-06,-2.985705635028981675e+00
5.931529690045321546e-02,4.039272659722929529e+04,2.036143827847907417e+01,1.498401098001332048e-06,-2.985689286983877366e+00
5.933231957834182724e-02,4.034639120863057178e+04,2.036136877002498480e+01,1.501832378534671223e-06,-2.985672920321122081e+00
5.934934714150584545e-02,4.030010897237930476e+04,2.036129918231682723e+01,1.505271502421101557e-06,-2.985656535019705515e+00
5.936637959134730830e-02,4.025387982750318770e+04,2.036122951526488478e+01,1.508718487540664826e-06,-2.985640131058696412e+00
5.938341692926862175e-02,4.020770371309993789e+04,2.036115976877934841e+01,1.512173351813991357e-06,-2.985623708416941469e+00
5.940045915667258730e-02,4.016158056833715091e+04,2.036108994277030959e+01,1.515636113202397007e-06,-2.985607267073656867e+00
5.941750627496242970e-02,4.011551033245216968e+04,2.036102003714775677e+01,1.519106789707976555e-06,-2.985590807007236336e+00
5.943455828554176229e-02,4.006949294475205534e+04,2.036095005182157180e+01,1.522585399373689671e-06,-2.985574328196588301e+00
5.945161518981459392e-02,4.002352834461351449e+04,2.036087998670154775e+01,1.526071960283458116e-06,-2.985557830621128339e+00
5.946867698918536366e-02,3.997761647148272459e+04,2.036080984169737107e+01,1.529566490562260818e-06,-2.985541314258997048e+00
5.948574368505889221e-02,3.993175726487539214e+04,2.036073961671862875e+01,1.533069008376216040e-06,-2.985524779089136604e+00
5.950281527884045824e-02,3.988595066437646165e+04,2.036066931167480476e+01,1.536579531932695512e-06,-2.985508225090533596e+00
5.951989177193560410e-02,3.984019660964052309e+04,2.036059892647528358e+01,1.540098079480371654e-06,-2.985491652241804683e+00
5.953697316575039949e-02,3.979449504039109888e+04,2.036052846102935021e+01,1.543624669309368987e-06,-2.985475060521741053e+00
5.955405946169127496e-02,3.974884589642094215e+04,2.036045791524618664e+01,1.547159319751323634e-06,-2.985458449909184964e+00
5.957115066116511204e-02,3.970324911759176757e+04,2.036038728903487183e+01,1.550702049179484750e-06,-2.985441820382287226e+00
5.958824676557911149e-02,3.965770464383446961e+04,2.036031658230439589e+01,1.554252876008801772e-06,-2.985425171919971810e+00
5.960534777634095976e-02,3.961221241514866415e+04,2.036024579496362108e+01,1.557811818696031353e-06,-2.985408504501051219e+00
5.962245369485870417e-02,3.956677237160289224e+04,2.036017492692133501e+01,1.561378895739819525e-06,-2.985391818103931172e+00
5.963956452254078749e-02,3.952138445333446725e+04,2.036010397808620809e+01,1.564954125680800378e-06,-2.985375112707340683e+00
5.965668026079609665e-02,3.947604860054927849e+04,2.036003294836682187e+01,1.568537527101697917e-06,-2.985358388289886644e+00
5.967380091103387241e-02,3.943076475352191483e+04,2.035996183767163714e+01,1.572129118627405681e-06,-2.985341644829619057e+00
5.969092647466380658e-02,3.938553285259538097e+04,2.035989064590902942e+01,1.575728918925097497e-06,-2.985324882305482319e+00
5.970805695309596567e-02,3.934035283818117750e+04,2.035981937298726763e+01,1.579336946704312599e-06,-2.985308100695855948e+00
5.972519234774081864e-02,3.929522465075917717e+04,2.035974801881451057e+01,1.582953220717053681e-06,-2.985291299979279778e+00
5.974233266000928549e-02,3.925014823087739933e+04,2.035967658329882468e+01,1.586577759757891286e-06,-2.985274480133869091e+00
5.975947789131264010e-02,3.920512351915219915e+04,2.035960506634816980e+01,1.590210582664042163e-06,-2.985257641138328921e+00
5.977662804306255184e-02,3.916015045626808569e+04,2.035953346787040985e+01,1.593851708315477683e-06,-2.985240782971223528e+00
5.979378311667116197e-02,3.911522898297741631e+04,2.035946178777328797e+01,1.597501155635024636e-06,-2.985223905610686401e+00
5.981094311355096560e-02,3.907035904010065860e+04,2.035939002596446556e+01,1.601158943588449938e-06,-2.985207009034849257e+00
5.982810803511485337e-02,3.902554056852619397e+04,2.035931818235149038e+01,1.604825091184558670e-06,-2.985190093222277685e+00
5.984527788277616001e-02,3.898077350921011384e+04,2.035924625684180711e+01,1.608499617475303563e-06,-2.985173158151382289e+00
5.986245265794860881e-02,3.893605780317627068e+04,2.035917424934275743e+01,1.612182541555869481e-06,-2.985156203799845809e+00
5.987963236204632556e-02,3.889139339151619060e+04,2.035910215976158355e+01,1.615873882564775288e-06,-2.985139230146491407e+00
5.989681699648383845e-02,3.884678021538897883e+04,2.035902998800542463e+01,1.619573659683972727e-06,-2.985122237169550274e+00
5.991400656267609898e-02,3.880221821602119599e+04,2.035895773398131325e+01,1.623281892138942780e-06,-2.985105224846947181e+00
5.993120106203843334e-02,3.875770733470690175e+04,2.035888539759617188e+01,1.626998599198792436e-06,-2.985088193156731240e+00
5.994840049598661180e-02,3.871324751280740020e+04,2.035881297875683416e+01,1.630723800176358031e-06,-2.985071142077499573e+00
5.996560486593679323e-02,3.866883869175131258e+04,2.035874047737002357e+01,1.634457514428299901e-06,-2.985054071587248892e+00
5.998281417330552506e-02,3.862448081303448271e+04,2.035866789334234994e+01,1.638199761355200432e-06,-2.985036981663946154e+00
6.000002841950985433e-02,3.858017381821964955e+04,2.035859522658034138e+01,1.641950560401677557e-06,-2.985019872285233689e+00
6.001724760596703623e-02,3.853591764893705840e+04,2.035852247699039097e+01,1.645709931056434098e-06,-2.985002743430023919e+00
6.003447173409492271e-02,3.849171224688347138e+04,2.035844964447881722e+01,1.649477892852433312e-06,-2.984985595076024900e+00
6.005170080531168492e-02,3.844755755382271309e+04,2.035837672895181782e+01,1.653254465366942939e-06,-2.984968427200771934e+00
6.006893482103595194e-02,3.840345351158530684e+04,2.035830373031548746e+01,1.657039668221656538e-06,-2.984951239782891452e+00
6.008617378268669290e-02,3.835940006206867838e+04,2.035823064847582486e+01,1.660833521082781791e-06,-2.984934032799967163e+00
6.010341769168334874e-02,3.831539714723671204e+04,2.035815748333871156e+01,1.664636043661155486e-06,-2.984916806229676034e+00
6.012066654944573513e-02,3.827144470911998360e+04,2.035808423480993667e+01,1.668447255712332245e-06,-2.984899560050915834e+00
6.013792035739407016e-02,3.822754268981554924e+04,2.035801090279517211e+01,1.672267177036691040e-06,-2.984882294240684519e+00
6.015517911694900216e-02,3.818369103148685826e+04,2.035793748719999741e+01,1.676095827479532811e-06,-2.984865008776633299e+00
6.017244282953156109e-02,3.813988967636375310e+04,2.035786398792987484e+01,1.679933226931183379e-06,-2.984847703637338867e+00
6.018971149656321407e-02,3.809613856674226554e+04,2.035779040489017078e+01,1.683779395327099331e-06,-2.984830378800180206e+00
6.020698511946580983e-02,3.805243764498470409e+04,2.035771673798614145e+01,1.687634352647960553e-06,-2.984813034243176233e+00
