# Base profile of the inner-extremal family (triple root) (src/stability/triple_root_monotone.py, base0, sigma_min=1), units G=c=M=1, lambda=ell/M=0.27102, rho_c=1.625145, R-=0.67744, R+=1.98465; columns: R, m(R) (Misner-Sharp mass), rho(R) (= -T^t_t = -T^R_R), f = 1-2m/R, sigma = -d ln rho/d ln R; p_perp = -rho(1 - sigma/2)
R,m,rho,f,sigma
9.608911357733e+00,1.000000000000e+00,1.112764137828e-19,7.918598761565e-01,2.399999742158e+01
9.632737230438e+00,1.000000000000e+00,1.048553249259e-19,7.923746955663e-01,2.399999747030e+01
9.656622180825e+00,1.000000000000e+00,9.880475826136e-20,7.928882416078e-01,2.399999751797e+01
9.680566355380e+00,1.000000000000e+00,9.310333319596e-20,7.934005174306e-01,2.399999756462e+01
9.704569900954e+00,1.000000000000e+00,8.773090288098e-20,7.939115261766e-01,2.399999761026e+01
9.728632964761e+00,1.000000000000e+00,8.266848302038e-20,7.944212709798e-01,2.399999765493e+01
9.752755694379e+00,1.000000000000e+00,7.789818478691e-20,7.949297549663e-01,2.399999769863e+01
9.776938237754e+00,1.000000000000e+00,7.340315160915e-20,7.954369812548e-01,2.399999774141e+01
9.801180743197e+00,1.000000000000e+00,6.916749960646e-20,7.959429529561e-01,2.399999778327e+01
9.825483359388e+00,1.000000000000e+00,6.517626146072e-20,7.964476731733e-01,2.399999782423e+01
9.849846235376e+00,1.000000000000e+00,6.141533352715e-20,7.969511450019e-01,2.399999786433e+01
9.874269520577e+00,1.000000000000e+00,5.787142599693e-20,7.974533715297e-01,2.399999790358e+01
9.898753364780e+00,1.000000000000e+00,5.453201593565e-20,7.979543558368e-01,2.399999794199e+01
9.923297918146e+00,1.000000000000e+00,5.138530303166e-20,7.984541009957e-01,2.399999797959e+01
9.947903331205e+00,1.000000000000e+00,4.842016789785e-20,7.989526100715e-01,2.399999801639e+01
9.972569754864e+00,1.000000000000e+00,4.562613277963e-20,7.994498861214e-01,2.399999805242e+01
9.997297340401e+00,1.000000000000e+00,4.299332453023e-20,7.999459321953e-01,2.399999808770e+01
1.002208623947e+01,1.000000000000e+00,4.051243972243e-20,8.004407513355e-01,2.399999812223e+01
1.004693660411e+01,1.000000000000e+00,3.817471177346e-20,8.009343465766e-01,2.399999815603e+01
1.007184858671e+01,1.000000000000e+00,3.597187996702e-20,8.014267209459e-01,2.399999818913e+01
1.009682234007e+01,1.000000000000e+00,3.389616026272e-20,8.019178774631e-01,2.399999822154e+01
1.012185801736e+01,1.000000000000e+00,3.194021779007e-20,8.024078191405e-01,2.399999825327e+01
1.014695577210e+01,1.000000000000e+00,3.009714092956e-20,8.028965489829e-01,2.399999828435e+01
1.017211575824e+01,1.000000000000e+00,2.836041688940e-20,8.033840699877e-01,2.399999831477e+01
1.019733813008e+01,1.000000000000e+00,2.672390869162e-20,8.038703851448e-01,2.399999834457e+01
1.022262304230e+01,1.000000000000e+00,2.518183348613e-20,8.043554974369e-01,2.399999837375e+01
1.024797064998e+01,1.000000000000e+00,2.372874211611e-20,8.048394098392e-01,2.399999840233e+01
1.027338110857e+01,1.000000000000e+00,2.235949986261e-20,8.053221253194e-01,2.399999843032e+01
1.029885457392e+01,1.000000000000e+00,2.106926830024e-20,8.058036468381e-01,2.399999845773e+01
1.032439120226e+01,1.000000000000e+00,1.985348819989e-20,8.062839773485e-01,2.399999848459e+01
1.034999115020e+01,1.000000000000e+00,1.870786341797e-20,8.067631197964e-01,2.399999851089e+01
1.037565457475e+01,1.000000000000e+00,1.762834571532e-20,8.072410771204e-01,2.399999853665e+01
1.040138163331e+01,1.000000000000e+00,1.661112045220e-20,8.077178522519e-01,2.399999856189e+01
1.042717248364e+01,1.000000000000e+00,1.565259310864e-20,8.081934481148e-01,2.399999858662e+01
1.045302728394e+01,1.000000000000e+00,1.474937658269e-20,8.086678676261e-01,2.399999861085e+01
1.047894619278e+01,1.000000000000e+00,1.389827922154e-20,8.091411136953e-01,2.399999863458e+01
1.050492936910e+01,1.000000000000e+00,1.309629354337e-20,8.096131892249e-01,2.399999865783e+01
1.053097697227e+01,1.000000000000e+00,1.234058560995e-20,8.100840971101e-01,2.399999868062e+01
1.055708916203e+01,1.000000000000e+00,1.162848501247e-20,8.105538402391e-01,2.399999870295e+01
1.058326609854e+01,1.000000000000e+00,1.095747543527e-20,8.110224214927e-01,2.399999872483e+01
1.060950794233e+01,1.000000000000e+00,1.032518576404e-20,8.114898437447e-01,2.399999874627e+01
1.063581485435e+01,1.000000000000e+00,9.729381707131e-21,8.119561098619e-01,2.399999876728e+01
1.066218699593e+01,1.000000000000e+00,9.167957900370e-21,8.124212227039e-01,2.399999878788e+01
1.068862452883e+01,1.000000000000e+00,8.638930467401e-21,8.128851851232e-01,2.399999880806e+01
1.071512761518e+01,1.000000000000e+00,8.140430009379e-21,8.133479999653e-01,2.399999882784e+01
1.074169641752e+01,1.000000000000e+00,7.670694999160e-21,8.138096700687e-01,2.399999884724e+01
1.076833109880e+01,1.000000000000e+00,7.228065556679e-21,8.142701982647e-01,2.399999886625e+01
1.079503182237e+01,1.000000000000e+00,6.810977583508e-21,8.147295873779e-01,2.399999888488e+01
1.082179875199e+01,1.000000000000e+00,6.417957235884e-21,8.151878402256e-01,2.399999890315e+01
1.084863205182e+01,1.000000000000e+00,6.047615716653e-21,8.156449596183e-01,2.399999892106e+01
1.087553188643e+01,1.000000000000e+00,5.698644367745e-21,8.161009483596e-01,2.399999893862e+01
1.090249842079e+01,1.000000000000e+00,5.369810045835e-21,8.165558092459e-01,2.399999895584e+01
1.092953182030e+01,1.000000000000e+00,5.059950764842e-21,8.170095450671e-01,2.399999897272e+01
1.095663225074e+01,1.000000000000e+00,4.767971589874e-21,8.174621586058e-01,2.399999898928e+01
1.098379987833e+01,1.000000000000e+00,4.492840768113e-21,8.179136526380e-01,2.399999900552e+01
1.101103486968e+01,1.000000000000e+00,4.233586082955e-21,8.183640299326e-01,2.399999902144e+01
1.103833739182e+01,1.000000000000e+00,3.989291418537e-21,8.188132932518e-01,2.399999903705e+01
1.106570761221e+01,1.000000000000e+00,3.759093522506e-21,8.192614453510e-01,2.399999905237e+01
1.109314569871e+01,1.000000000000e+00,3.542178955579e-21,8.197084889787e-01,2.399999906739e+01
1.112065181959e+01,1.000000000000e+00,3.337781217137e-21,8.201544268765e-01,2.399999908212e+01
1.114822614354e+01,1.000000000000e+00,3.145178036679e-21,8.205992617796e-01,2.399999909658e+01
1.117586883969e+01,1.000000000000e+00,2.963688821564e-21,8.210429964159e-01,2.399999911076e+01
1.120358007756e+01,1.000000000000e+00,2.792672252040e-21,8.214856335070e-01,2.399999912467e+01
1.123136002712e+01,1.000000000000e+00,2.631524015039e-21,8.219271757676e-01,2.399999913831e+01
1.125920885872e+01,1.000000000000e+00,2.479674668746e-21,8.223676259055e-01,2.399999915170e+01
1.128712674318e+01,1.000000000000e+00,2.336587630392e-21,8.228069866222e-01,2.399999916484e+01
1.131511385170e+01,1.000000000000e+00,2.201757280154e-21,8.232452606123e-01,2.399999917774e+01
1.134317035594e+01,1.000000000000e+00,2.074707174473e-21,8.236824505636e-01,2.399999919039e+01
1.137129642797e+01,1.000000000000e+00,1.954988362465e-21,8.241185591574e-01,2.399999920280e+01
1.139949224029e+01,1.000000000000e+00,1.842177799491e-21,8.245535890685e-01,2.399999921499e+01
1.142775796581e+01,1.000000000000e+00,1.735876852257e-21,8.249875429648e-01,2.399999922694e+01
1.145609377790e+01,1.000000000000e+00,1.635709890189e-21,8.254204235078e-01,2.399999923868e+01
1.148449985033e+01,1.000000000000e+00,1.541322958081e-21,8.258522333524e-01,2.399999925020e+01
1.151297635733e+01,1.000000000000e+00,1.452382525343e-21,8.262829751468e-01,2.399999926151e+01
1.154152347353e+01,1.000000000000e+00,1.368574307417e-21,8.267126515328e-01,2.399999927261e+01
1.157014137403e+01,1.000000000000e+00,1.289602155210e-21,8.271412651457e-01,2.399999928351e+01
1.159883023433e+01,1.000000000000e+00,1.215187008601e-21,8.275688186140e-01,2.399999929421e+01
1.162759023037e+01,1.000000000000e+00,1.145065910341e-21,8.279953145601e-01,2.399999930472e+01
1.165642153856e+01,1.000000000000e+00,1.078991076855e-21,8.284207555995e-01,2.399999931503e+01
1.168532433571e+01,1.000000000000e+00,1.016729022662e-21,8.288451443416e-01,2.399999932516e+01
1.171429879907e+01,1.000000000000e+00,9.580597353130e-22,8.292684833890e-01,2.399999933511e+01
1.174334510636e+01,1.000000000000e+00,9.027758979503e-22,8.296907753383e-01,2.399999934488e+01
1.177246343572e+01,1.000000000000e+00,8.506821567176e-22,8.301120227792e-01,2.399999935447e+01
1.180165396571e+01,1.000000000000e+00,8.015944304491e-22,8.305322282953e-01,2.399999936389e+01
1.183091687538e+01,1.000000000000e+00,7.553392601904e-22,8.309513944637e-01,2.399999937314e+01
1.186025234420e+01,1.000000000000e+00,7.117531962545e-22,8.313695238551e-01,2.399999938223e+01
1.188966055206e+01,1.000000000000e+00,6.706822206481e-22,8.317866190341e-01,2.399999939116e+01
1.191914167935e+01,1.000000000000e+00,6.319812028253e-22,8.322026825585e-01,2.399999939994e+01
1.194869590686e+01,1.000000000000e+00,5.955133868464e-22,8.326177169802e-01,2.399999940855e+01
1.197832341585e+01,1.000000000000e+00,5.611499081308e-22,8.330317248445e-01,2.399999941702e+01
1.200802438803e+01,1.000000000000e+00,5.287693380937e-22,8.334447086906e-01,2.399999942534e+01
1.203779900556e+01,1.000000000000e+00,4.982572550598e-22,8.338566710512e-01,2.399999943351e+01
1.206764745104e+01,1.000000000000e+00,4.695058399372e-22,8.342676144530e-01,2.399999944154e+01
1.209756990752e+01,1.000000000000e+00,4.424134952222e-22,8.346775414163e-01,2.399999944943e+01
1.212756655854e+01,1.000000000000e+00,4.168844859887e-22,8.350864544552e-01,2.399999945719e+01
1.215763758806e+01,1.000000000000e+00,3.928286015947e-22,8.354943560775e-01,2.399999946481e+01
1.218778318049e+01,1.000000000000e+00,3.701608369090e-22,8.359012487849e-01,2.399999947231e+01
1.221800352074e+01,1.000000000000e+00,3.488010919328e-22,8.363071350728e-01,2.399999947967e+01
1.224829879413e+01,1.000000000000e+00,3.286738887539e-22,8.367120174307e-01,2.399999948691e+01
1.227866918647e+01,1.000000000000e+00,3.097081048345e-22,8.371158983416e-01,2.399999949402e+01
1.230911488403e+01,1.000000000000e+00,2.918367216884e-22,8.375187802825e-01,2.399999950102e+01
1.233963607352e+01,1.000000000000e+00,2.749965880611e-22,8.379206657243e-01,2.399999950790e+01
1.237023294213e+01,1.000000000000e+00,2.591281967754e-22,8.383215571318e-01,2.399999951466e+01
1.240090567751e+01,1.000000000000e+00,2.441754744537e-22,8.387214569637e-01,2.399999952131e+01
1.243165446779e+01,1.000000000000e+00,2.300855833740e-22,8.391203676725e-01,2.399999952784e+01
1.246247950153e+01,1.000000000000e+00,2.168087347598e-22,8.395182917048e-01,2.399999953427e+01
1.249338096780e+01,1.000000000000e+00,2.042980128443e-22,8.399152315010e-01,2.399999954059e+01
1.252435905611e+01,1.000000000000e+00,1.925092090856e-22,8.403111894956e-01,2.399999954681e+01
1.255541395645e+01,1.000000000000e+00,1.814006659500e-22,8.407061681170e-01,2.399999955292e+01
1.258654585927e+01,1.000000000000e+00,1.709331297079e-22,8.411001697875e-01,2.399999955894e+01
1.261775495553e+01,1.000000000000e+00,1.610696117255e-22,8.414931969237e-01,2.399999956485e+01
1.264904143660e+01,1.000000000000e+00,1.517752577593e-22,8.418852519360e-01,2.399999957067e+01
1.268040549439e+01,1.000000000000e+00,1.430172247937e-22,8.422763372288e-01,2.399999957639e+01
1.271184732125e+01,1.000000000000e+00,1.347645649849e-22,8.426664552006e-01,2.399999958202e+01
1.274336711000e+01,1.000000000000e+00,1.269881163022e-22,8.430556082441e-01,2.399999958756e+01
1.277496505396e+01,1.000000000000e+00,1.196603994794e-22,8.434437987460e-01,2.399999959301e+01
1.280664134691e+01,1.000000000000e+00,1.127555209127e-22,8.438310290870e-01,2.399999959838e+01
1.283839618314e+01,1.000000000000e+00,1.062490811617e-22,8.442173016419e-01,2.399999960365e+01
1.287022975740e+01,1.000000000000e+00,1.001180887302e-22,8.446026187799e-01,2.399999960884e+01
1.290214226491e+01,1.000000000000e+00,9.434087882229e-23,8.449869828641e-01,2.399999961395e+01
1.293413390140e+01,1.000000000000e+00,8.889703678661e-23,8.453703962517e-01,2.399999961898e+01
1.296620486307e+01,1.000000000000e+00,8.376732597784e-23,8.457528612943e-01,2.399999962393e+01
1.299835534662e+01,1.000000000000e+00,7.893361978124e-23,8.461343803376e-01,2.399999962880e+01
1.303058554922e+01,1.000000000000e+00,7.437883755943e-23,8.465149557213e-01,2.399999963360e+01
1.306289566855e+01,1.000000000000e+00,7.008688429543e-23,8.468945897796e-01,2.399999963832e+01
1.309528590276e+01,1.000000000000e+00,6.604259371840e-23,8.472732848407e-01,2.399999964296e+01
1.312775645049e+01,1.000000000000e+00,6.223167471133e-23,8.476510432272e-01,2.399999964754e+01
1.316030751090e+01,1.000000000000e+00,5.864066081121e-23,8.480278672559e-01,2.399999965204e+01
1.319293928362e+01,1.000000000000e+00,5.525686262322e-23,8.484037592379e-01,2.399999965647e+01
1.322565196878e+01,1.000000000000e+00,5.206832298085e-23,8.487787214785e-01,2.399999966084e+01
1.325844576701e+01,1.000000000000e+00,4.906377469339e-23,8.491527562773e-01,2.399999966514e+01
1.329132087943e+01,1.000000000000e+00,4.623260073161e-23,8.495258659284e-01,2.399999966937e+01
1.332427750766e+01,1.000000000000e+00,4.356479671088e-23,8.498980527199e-01,2.399999967354e+01
1.335731585383e+01,1.000000000000e+00,4.105093553916e-23,8.502693189346e-01,2.399999967764e+01
1.339043612057e+01,1.000000000000e+00,3.868213410491e-23,8.506396668494e-01,2.399999968168e+01
1.342363851100e+01,1.000000000000e+00,3.645002188727e-23,8.510090987357e-01,2.399999968567e+01
1.345692322874e+01,1.000000000000e+00,3.434671137755e-23,8.513776168591e-01,2.399999968959e+01
1.349029047795e+01,1.000000000000e+00,3.236477020756e-23,8.517452234798e-01,2.399999969345e+01
1.352374046325e+01,1.000000000000e+00,3.049719488610e-23,8.521119208524e-01,2.399999969726e+01
1.355727338980e+01,1.000000000000e+00,2.873738605118e-23,8.524777112258e-01,2.399999970100e+01
1.359088946325e+01,1.000000000000e+00,2.707912515006e-23,8.528425968434e-01,2.399999970470e+01
1.362458888977e+01,1.000000000000e+00,2.551655246516e-23,8.532065799430e-01,2.399999970834e+01
1.365837187605e+01,1.000000000000e+00,2.404414640772e-23,8.535696627570e-01,2.399999971192e+01
1.369223862927e+01,1.000000000000e+00,2.265670400656e-23,8.539318475122e-01,2.399999971545e+01
1.372618935714e+01,1.000000000000e+00,2.134932252249e-23,8.542931364298e-01,2.399999971893e+01
1.376022426788e+01,1.000000000000e+00,2.011738212378e-23,8.546535317256e-01,2.399999972236e+01
1.379434357022e+01,1.000000000000e+00,1.895652956128e-23,8.550130356099e-01,2.399999972574e+01
1.382854747342e+01,1.000000000000e+00,1.786266278553e-23,8.553716502876e-01,2.399999972907e+01
1.386283618726e+01,1.000000000000e+00,1.683191645155e-23,8.557293779581e-01,2.399999973235e+01
1.389720992201e+01,1.000000000000e+00,1.586064826008e-23,8.560862208153e-01,2.399999973559e+01
1.393166888851e+01,1.000000000000e+00,1.494542608693e-23,8.564421810477e-01,2.399999973878e+01
1.396621329808e+01,1.000000000000e+00,1.408301585505e-23,8.567972608385e-01,2.399999974192e+01
1.400084336260e+01,1.000000000000e+00,1.327037010645e-23,8.571514623652e-01,2.399999974502e+01
1.403555929443e+01,1.000000000000e+00,1.250461723350e-23,8.575047878004e-01,2.399999974807e+01
1.407036130651e+01,1.000000000000e+00,1.178305133172e-23,8.578572393109e-01,2.399999975108e+01
1.410524961226e+01,1.000000000000e+00,1.110312263801e-23,8.582088190583e-01,2.399999975405e+01
1.414022442566e+01,1.000000000000e+00,1.046242852069e-23,8.585595291988e-01,2.399999975697e+01
1.417528596121e+01,1.000000000000e+00,9.858704989450e-24,8.589093718834e-01,2.399999975986e+01
1.421043443395e+01,1.000000000000e+00,9.289818695161e-24,8.592583492576e-01,2.399999976270e+01
1.424567005943e+01,1.000000000000e+00,8.753759391392e-24,8.596064634618e-01,2.399999976551e+01
1.428099305376e+01,1.000000000000e+00,8.248632830883e-24,8.599537166308e-01,2.399999976827e+01
1.431640363358e+01,1.000000000000e+00,7.772654071936e-24,8.603001108945e-01,2.399999977100e+01
1.435190201605e+01,1.000000000000e+00,7.324141171055e-24,8.606456483773e-01,2.399999977369e+01
1.438748841890e+01,1.000000000000e+00,6.901509239536e-24,8.609903311983e-01,2.399999977634e+01
1.442316306037e+01,1.000000000000e+00,6.503264843027e-24,8.613341614715e-01,2.399999977896e+01
1.445892615926e+01,1.000000000000e+00,6.128000724248e-24,8.616771413056e-01,2.399999978154e+01
1.449477793490e+01,1.000000000000e+00,5.774390830232e-24,8.620192728041e-01,2.399999978409e+01
1.453071860716e+01,1.000000000000e+00,5.441185626517e-24,8.623605580653e-01,2.399999978660e+01
1.456674839649e+01,1.000000000000e+00,5.127207681721e-24,8.627009991823e-01,2.399999978907e+01
1.460286752384e+01,1.000000000000e+00,4.831347506917e-24,8.630405982431e-01,2.399999979151e+01
1.463907621073e+01,1.000000000000e+00,4.552559635075e-24,8.633793573303e-01,2.399999979392e+01
1.467537467924e+01,1.000000000000e+00,4.289858926752e-24,8.637172785217e-01,2.399999979630e+01
1.471176315198e+01,1.000000000000e+00,4.042317088950e-24,8.640543638897e-01,2.399999979865e+01
1.474824185212e+01,1.000000000000e+00,3.809059394850e-24,8.643906155016e-01,2.399999980096e+01
1.478481100339e+01,1.000000000000e+00,3.589261592830e-24,8.647260354196e-01,2.399999980324e+01
1.482147083007e+01,1.000000000000e+00,3.382146993852e-24,8.650606257010e-01,2.399999980550e+01
1.485822155699e+01,1.000000000000e+00,3.186983726905e-24,8.653943883977e-01,2.399999980772e+01
1.489506340954e+01,1.000000000000e+00,3.003082152836e-24,8.657273255568e-01,2.399999980991e+01
1.493199661368e+01,1.000000000000e+00,2.829792427397e-24,8.660594392201e-01,2.399999981208e+01
1.496902139591e+01,1.000000000000e+00,2.666502204926e-24,8.663907314244e-01,2.399999981421e+01
1.500613798332e+01,1.000000000000e+00,2.512634474528e-24,8.667212042017e-01,2.399999981632e+01
1.504334660353e+01,1.000000000000e+00,2.367645521122e-24,8.670508595787e-01,2.399999981840e+01
1.508064748476e+01,1.000000000000e+00,2.231023004137e-24,8.673796995771e-01,2.399999982046e+01
1.511804085575e+01,1.000000000000e+00,2.102284147082e-24,8.677077262138e-01,2.399999982248e+01
1.515552694586e+01,1.000000000000e+00,1.980974031579e-24,8.680349415006e-01,2.399999982448e+01
1.519310598497e+01,1.000000000000e+00,1.866663989840e-24,8.683613474442e-01,2.399999982646e+01
1.523077820358e+01,1.000000000000e+00,1.758950089907e-24,8.686869460465e-01,2.399999982841e+01
1.526854383270e+01,1.000000000000e+00,1.657451708293e-24,8.690117393044e-01,2.399999983033e+01
1.530640310398e+01,1.000000000000e+00,1.561810184992e-24,8.693357292099e-01,2.399999983223e+01
1.534435624959e+01,1.000000000000e+00,1.471687556102e-24,8.696589177501e-01,2.399999983411e+01
1.538240350230e+01,1.000000000000e+00,1.386765359572e-24,8.699813069069e-01,2.399999983596e+01
1.542054509547e+01,1.000000000000e+00,1.306743509876e-24,8.703028986577e-01,2.399999983779e+01
1.545878126300e+01,1.000000000000e+00,1.231339237607e-24,8.706236949748e-01,2.399999983959e+01
1.549711223940e+01,1.000000000000e+00,1.160286090273e-24,8.709436978255e-01,2.399999984137e+01
1.553553825977e+01,1.000000000000e+00,1.093332990745e-24,8.712629091726e-01,2.399999984313e+01
1.557405955976e+01,1.000000000000e+00,1.030243350039e-24,8.715813309737e-01,2.399999984487e+01
1.561267637562e+01,1.000000000000e+00,9.707942312909e-25,8.718989651817e-01,2.399999984658e+01
1.565138894420e+01,1.000000000000e+00,9.147755619757e-25,8.722158137447e-01,2.399999984828e+01
