# Base profile of the inner-extremal family (triple root) (src/stability/triple_root_monotone.py, base0, sigma_min=1), units G=c=M=1, lambda=ell/M=0.27102, rho_c=1.625145, R-=0.67744, R+=1.98465; columns: R, m(R) (Misner-Sharp mass), rho(R) (= -T^t_t = -T^R_R), f = 1-2m/R, sigma = -d ln rho/d ln R; p_perp = -rho(1 - sigma/2)
R,m,rho,f,sigma
1.491553429532e-01,2.152871680250e-02,1.455384755786e+00,7.113248995812e-01,4.087560031251e-01
1.495251825825e-01,2.167949329176e-02,1.453905993913e+00,7.100221793101e-01,4.122350733690e-01
1.498959392513e-01,2.183123932500e-02,1.452416172741e+00,7.087147332471e-01,4.157387042758e-01
1.502676152336e-01,2.198396022543e-02,1.450915232112e+00,7.074025538869e-01,4.192670001087e-01
1.506402128088e-01,2.213765921127e-02,1.449403156962e+00,7.060856620089e-01,4.228199769382e-01
1.510137342621e-01,2.229234335708e-02,1.447879850810e+00,7.047640273778e-01,4.263978083576e-01
1.513881818842e-01,2.244801624945e-02,1.446345291646e+00,7.034376664009e-01,4.300005227661e-01
1.517635579717e-01,2.260468202749e-02,1.444799446304e+00,7.021065883061e-01,4.336281699706e-01
1.521398648267e-01,2.276234853992e-02,1.443242202767e+00,7.007707537293e-01,4.372809507447e-01
1.525171047572e-01,2.292101774665e-02,1.441673575271e+00,6.994302011812e-01,4.409588223298e-01
1.528952800768e-01,2.308069552107e-02,1.440093494905e+00,6.980849178669e-01,4.446619012982e-01
1.532743931047e-01,2.324138796488e-02,1.438501888134e+00,6.967348884036e-01,4.483903119012e-01
1.536544461662e-01,2.340309790511e-02,1.436898752298e+00,6.953801404511e-01,4.521440426742e-01
1.540354415921e-01,2.356583214262e-02,1.435283999711e+00,6.940206500654e-01,4.559232433390e-01
1.544173817190e-01,2.372959498625e-02,1.433657596759e+00,6.926564260824e-01,4.597279599782e-01
1.548002688894e-01,2.389439014873e-02,1.432019523325e+00,6.912874852199e-01,4.635582128639e-01
1.551841054515e-01,2.406022537602e-02,1.430369672400e+00,6.899137923175e-01,4.674141851716e-01
1.555688937594e-01,2.422710313894e-02,1.428708051724e+00,6.885353806473e-01,4.712958432803e-01
1.559546361730e-01,2.439502865548e-02,1.427034610071e+00,6.871522481907e-01,4.752032640266e-01
1.563413350581e-01,2.456400882926e-02,1.425349259866e+00,6.857643716535e-01,4.791365909426e-01
1.567289927863e-01,2.473404605315e-02,1.423652012330e+00,6.843717858014e-01,4.830957826235e-01
1.571176117352e-01,2.490514680738e-02,1.421942790079e+00,6.829744732963e-01,4.870809619571e-01
1.575071942880e-01,2.507731614693e-02,1.420221547243e+00,6.815724353381e-01,4.910921921608e-01
1.578977428342e-01,2.525055736589e-02,1.418488277142e+00,6.801656956882e-01,4.951294636001e-01
1.582892597690e-01,2.542487790269e-02,1.416742882642e+00,6.787542257788e-01,4.991929323247e-01
1.586817474935e-01,2.560028091974e-02,1.414985361006e+00,6.773380514883e-01,5.032825799106e-01
1.590752084148e-01,2.577677085899e-02,1.413215682040e+00,6.759171826226e-01,5.073984379934e-01
1.594696449462e-01,2.595435544424e-02,1.411433743542e+00,6.744915880010e-01,5.115406682168e-01
1.598650595066e-01,2.613303659101e-02,1.409639572117e+00,6.730613096864e-01,5.157091970043e-01
1.602614545212e-01,2.631282041069e-02,1.407833102237e+00,6.716263372338e-01,5.199041175357e-01
1.606588324210e-01,2.649371272342e-02,1.406014275187e+00,6.701866641980e-01,5.241255091915e-01
1.610571956432e-01,2.667571636008e-02,1.404183099246e+00,6.687423215890e-01,5.283733300946e-01
1.614565466309e-01,2.685883840145e-02,1.402339488740e+00,6.672932877371e-01,5.326477061448e-01
1.618568878334e-01,2.704308272167e-02,1.400483429858e+00,6.658395810809e-01,5.369486333757e-01
1.622582217059e-01,2.722845308298e-02,1.398614912020e+00,6.643812215282e-01,5.412761017687e-01
1.626605507099e-01,2.741495754976e-02,1.396733828902e+00,6.629181761636e-01,5.456302699068e-01
1.630638773128e-01,2.760259800920e-02,1.394840212992e+00,6.614504884333e-01,5.500110495601e-01
1.634682039882e-01,2.779137999096e-02,1.392934015863e+00,6.599781570613e-01,5.544184949925e-01
1.638735332158e-01,2.798131009372e-02,1.391015165450e+00,6.585011680090e-01,5.588527003117e-01
1.642798674817e-01,2.817239064083e-02,1.389083686511e+00,6.570195596978e-01,5.633135893173e-01
1.646872092777e-01,2.836462830436e-02,1.387139506440e+00,6.555333176297e-01,5.678012549027e-01
1.650955611022e-01,2.855802768513e-02,1.385182599827e+00,6.540424528138e-01,5.723157063998e-01
1.655049254596e-01,2.875259204918e-02,1.383212972174e+00,6.525469925522e-01,5.768568991683e-01
1.659153048605e-01,2.894832905970e-02,1.381230529885e+00,6.510469111449e-01,5.814249580464e-01
1.663267018217e-01,2.914524128090e-02,1.379235295563e+00,6.495422447305e-01,5.860198069761e-01
1.667391188664e-01,2.934333336257e-02,1.377227245214e+00,6.480330043476e-01,5.906414493572e-01
1.671525585239e-01,2.954261268882e-02,1.375206293003e+00,6.465191684805e-01,5.952899920931e-01
1.675670233299e-01,2.974308103207e-02,1.373172481659e+00,6.450007830776e-01,5.999653229194e-01
1.679825158263e-01,2.994474460448e-02,1.371125753256e+00,6.434778410456e-01,6.046674991232e-01
1.683990385612e-01,3.014760874232e-02,1.369066070331e+00,6.419503460365e-01,6.093965417239e-01
1.688165940893e-01,3.035167617034e-02,1.366993455978e+00,6.404183328769e-01,6.141523696151e-01
1.692351849714e-01,3.055695409694e-02,1.364907830970e+00,6.388817833348e-01,6.189350711418e-01
1.696548137747e-01,3.076344577454e-02,1.362809207528e+00,6.373407262657e-01,6.237445811655e-01
1.700754830729e-01,3.097115490747e-02,1.360697588282e+00,6.357951851978e-01,6.285808501148e-01
1.704971954458e-01,3.118008966490e-02,1.358572873310e+00,6.342451313246e-01,6.334439952388e-01
1.709199534799e-01,3.139025122657e-02,1.356435124748e+00,6.326906181815e-01,6.383338668994e-01
1.713437597679e-01,3.160164529402e-02,1.354284300929e+00,6.311316462667e-01,6.432504845275e-01
1.717686169090e-01,3.181427794089e-02,1.352120351969e+00,6.295682120123e-01,6.481938787472e-01
1.721945275090e-01,3.202815130718e-02,1.349943320001e+00,6.280003578452e-01,6.531639305807e-01
1.726214941798e-01,3.224327209334e-02,1.347753141781e+00,6.264280732068e-01,6.581606894917e-01
1.730495195401e-01,3.245964424473e-02,1.345549818713e+00,6.248513797555e-01,6.631840995834e-01
1.734786062151e-01,3.267727087199e-02,1.343333372470e+00,6.232703088302e-01,6.682340721983e-01
1.739087568362e-01,3.289615968208e-02,1.341103717826e+00,6.216848388713e-01,6.733106862234e-01
1.743399740416e-01,3.311631246161e-02,1.338860908675e+00,6.200950167204e-01,6.784137995872e-01
1.747722604759e-01,3.333773393923e-02,1.336604930787e+00,6.185008553595e-01,6.835433768201e-01
1.752056187904e-01,3.356043092016e-02,1.334335721588e+00,6.169023442074e-01,6.886994555854e-01
1.756400516429e-01,3.378440491871e-02,1.332053343599e+00,6.152995333047e-01,6.938818781616e-01
1.760755616978e-01,3.400966207552e-02,1.329757751100e+00,6.136924199180e-01,6.990906532045e-01
1.765121516259e-01,3.423620702642e-02,1.327448934328e+00,6.120810186601e-01,7.043257319448e-01
1.769498241050e-01,3.446404226049e-02,1.325126935013e+00,6.104653685325e-01,7.095869862456e-01
1.773885818193e-01,3.469317492281e-02,1.322791685239e+00,6.088454559252e-01,7.148744528683e-01
1.778284274597e-01,3.492360745334e-02,1.320443229167e+00,6.072213205479e-01,7.201879973883e-01
1.782693637238e-01,3.515534353331e-02,1.318081582320e+00,6.055929880607e-01,7.255275280965e-01
1.787113933158e-01,3.538839068538e-02,1.315706669266e+00,6.039604411473e-01,7.308930866478e-01
1.791545189468e-01,3.562274976064e-02,1.313318574125e+00,6.023237374076e-01,7.362844763296e-01
1.795987433343e-01,3.585842629027e-02,1.310917270145e+00,6.006828820231e-01,7.417016636267e-01
1.800440692029e-01,3.609542559021e-02,1.308502736122e+00,5.990378827804e-01,7.471446043457e-01
1.804904992837e-01,3.633374948848e-02,1.306075035066e+00,5.973887863054e-01,7.526131305445e-01
1.809380363147e-01,3.657340451592e-02,1.303634117839e+00,5.957355870459e-01,7.581072353868e-01
1.813866830407e-01,3.681439375984e-02,1.301180018483e+00,5.940783177387e-01,7.636267900704e-01
1.818364422132e-01,3.705672003006e-02,1.298712778519e+00,5.924170141140e-01,7.691716546683e-01
1.822873165905e-01,3.730039085850e-02,1.296232326115e+00,5.907516600039e-01,7.747418479612e-01
1.827393089379e-01,3.754540708486e-02,1.293738751509e+00,5.890823129071e-01,7.803371580613e-01
1.831924220275e-01,3.779177335611e-02,1.291232053720e+00,5.874089884522e-01,7.859575007941e-01
1.836466586382e-01,3.803949564938e-02,1.288712199923e+00,5.857316878896e-01,7.916028335680e-01
1.841020215558e-01,3.828857509658e-02,1.286179275451e+00,5.840504653561e-01,7.972729490336e-01
1.845585135732e-01,3.853901756521e-02,1.283633251262e+00,5.823653233973e-01,8.029677959631e-01
1.850161374899e-01,3.879082677587e-02,1.281074150960e+00,5.806762880024e-01,8.086872487684e-01
1.854748961126e-01,3.904400484001e-02,1.278502038109e+00,5.789834025161e-01,8.144311270757e-01
1.859347922549e-01,3.929855861610e-02,1.275916860844e+00,5.772866590538e-01,8.201994035909e-01
1.863958287372e-01,3.955448955456e-02,1.273318700025e+00,5.755861080956e-01,8.259918717514e-01
1.868580083872e-01,3.981180115948e-02,1.270707587002e+00,5.738817779008e-01,8.318083903510e-01
1.873213340394e-01,4.007050004105e-02,1.268083477229e+00,5.721736635442e-01,8.376489150285e-01
1.877858085354e-01,4.033058660553e-02,1.265446479194e+00,5.704618264811e-01,8.435132002238e-01
1.882514347238e-01,4.059206601227e-02,1.262796585082e+00,5.687462773196e-01,8.494011502926e-01
1.887182154602e-01,4.085494259250e-02,1.260133807811e+00,5.670270355951e-01,8.553126400893e-01
1.891861536075e-01,4.111921772764e-02,1.257458233815e+00,5.653041520900e-01,8.612474499360e-01
1.896552520356e-01,4.138489755509e-02,1.254769832347e+00,5.635776271852e-01,8.672055063754e-01
1.901255136214e-01,4.165198411929e-02,1.252068674476e+00,5.618475045676e-01,8.731866060138e-01
1.905969412490e-01,4.192047977522e-02,1.249354824304e+00,5.601138244873e-01,8.791905538711e-01
1.910695378098e-01,4.219039163246e-02,1.246628227957e+00,5.583765772808e-01,8.852172971729e-01
1.915433062020e-01,4.246171944453e-02,1.243889015261e+00,5.566358304399e-01,8.912665571170e-01
1.920182493315e-01,4.273446759129e-02,1.241137201323e+00,5.548916028548e-01,8.973381934901e-01
1.924943701110e-01,4.300864098284e-02,1.238372788206e+00,5.531439079695e-01,9.034320784878e-01
1.929716714605e-01,4.328424024545e-02,1.235595885785e+00,5.513928037432e-01,9.095479551402e-01
1.934501563074e-01,4.356127075340e-02,1.232806485342e+00,5.496382987235e-01,9.156857046037e-01
1.939298275862e-01,4.383973511990e-02,1.230004647801e+00,5.478804300962e-01,9.218451241879e-01
1.944106882388e-01,4.411963493551e-02,1.227190460458e+00,5.461192454467e-01,9.280259803317e-01
1.948927412142e-01,4.440097652810e-02,1.224363891418e+00,5.443547435221e-01,9.342281729347e-01
1.953759894689e-01,4.468376021640e-02,1.221525060910e+00,5.425869848402e-01,9.404514277828e-01
1.958604359666e-01,4.496798915680e-02,1.218674018012e+00,5.408160005887e-01,9.466955501842e-01
1.963460836786e-01,4.525366879705e-02,1.215810753827e+00,5.390417985507e-01,9.529604062924e-01
1.968329355832e-01,4.554079899084e-02,1.212935401954e+00,5.372644435150e-01,9.592457047603e-01
1.973209946663e-01,4.582938431383e-02,1.210047976349e+00,5.354839520110e-01,9.655512830547e-01
1.978102639213e-01,4.611942791378e-02,1.207148527487e+00,5.337003550823e-01,9.718769364512e-01
1.983007463487e-01,4.641093059727e-02,1.204237166140e+00,5.319137073175e-01,9.782223956958e-01
1.987924449568e-01,4.670389787223e-02,1.201313883037e+00,5.301240157051e-01,9.845875150473e-01
1.992853627611e-01,4.699833059587e-02,1.198378788307e+00,5.283313340759e-01,9.909720227830e-01
1.997795027847e-01,4.729423068258e-02,1.195431965497e+00,5.265357053817e-01,9.973756743650e-01
2.002748680582e-01,4.759160406672e-02,1.192473394724e+00,5.247371322407e-01,1.003798326296e+00
2.007714616196e-01,4.789044982062e-02,1.189503233268e+00,5.229356858360e-01,1.010239656680e+00
2.012692865145e-01,4.819077169359e-02,1.186521518105e+00,5.211313904060e-01,1.016699461937e+00
2.017683457962e-01,4.849257332449e-02,1.183528289023e+00,5.193242712762e-01,1.023177532348e+00
2.022686425253e-01,4.879585472496e-02,1.180523680218e+00,5.175143896182e-01,1.029673566773e+00
2.027701797702e-01,4.910062055271e-02,1.177507705396e+00,5.157017604033e-01,1.036187376482e+00
2.032729606069e-01,4.940687216790e-02,1.174480464120e+00,5.138864311279e-01,1.042718689913e+00
2.037769881188e-01,4.971461050947e-02,1.171442067378e+00,5.120684531808e-01,1.049267224951e+00
2.042822653971e-01,5.002384112644e-02,1.168392505583e+00,5.102478325351e-01,1.055832805700e+00
2.047887955409e-01,5.033456312158e-02,1.165331938078e+00,5.084246382851e-01,1.062415103413e+00
2.052965816565e-01,5.064677912851e-02,1.162260431955e+00,5.065989046691e-01,1.069013870732e+00
2.058056268583e-01,5.096049322434e-02,1.159178016132e+00,5.047706517818e-01,1.075628889811e+00
2.063159342683e-01,5.127570462446e-02,1.156084847846e+00,5.029399468701e-01,1.082259832325e+00
2.068275070161e-01,5.159241711493e-02,1.152980963794e+00,5.011068125391e-01,1.088906470169e+00
2.073403482392e-01,5.191063251438e-02,1.149866452565e+00,4.992712903667e-01,1.095568529423e+00
2.078544610830e-01,5.223035094682e-02,1.146741447967e+00,4.974334380444e-01,1.102245699303e+00
2.083698487005e-01,5.255157706010e-02,1.143605963410e+00,4.955932694884e-01,1.108937762513e+00
2.088865142524e-01,5.287431044356e-02,1.140460146968e+00,4.937508471259e-01,1.115644394168e+00
2.094044609077e-01,5.319855245748e-02,1.137304099732e+00,4.919062160674e-01,1.122365305917e+00
2.099236918428e-01,5.352430755496e-02,1.134137839625e+00,4.900593917236e-01,1.129100268556e+00
2.104442102421e-01,5.385157416416e-02,1.130961546184e+00,4.882104468239e-01,1.135848932110e+00
2.109660192981e-01,5.418035518788e-02,1.127775278775e+00,4.863594111684e-01,1.142611033637e+00
2.114891222110e-01,5.451065284973e-02,1.124579114652e+00,4.845063208940e-01,1.149386294203e+00
2.120135221890e-01,5.484246646572e-02,1.121373209704e+00,4.826512394163e-01,1.156174379882e+00
2.125392224481e-01,5.517579976866e-02,1.118157600004e+00,4.807941881680e-01,1.162975036560e+00
2.130662262127e-01,5.551065278991e-02,1.114932421774e+00,4.789352233189e-01,1.169787941094e+00
2.135945367147e-01,5.584702571317e-02,1.111697807253e+00,4.770743992600e-01,1.176612773550e+00
2.141241571944e-01,5.618492307564e-02,1.108453769332e+00,4.752117293833e-01,1.183449286364e+00
2.146550908998e-01,5.652434275858e-02,1.105200502731e+00,4.733472891638e-01,1.190297117926e+00
2.151873410872e-01,5.686528670710e-02,1.101938090817e+00,4.714811157591e-01,1.197155974607e+00
2.157209110210e-01,5.720775748724e-02,1.098666599217e+00,4.696132403995e-01,1.204025569714e+00
2.162558039734e-01,5.755175362506e-02,1.095386204800e+00,4.677437315658e-01,1.210905552450e+00
2.167920232250e-01,5.789727793511e-02,1.092096965630e+00,4.658726176929e-01,1.217795637324e+00
2.173295720645e-01,5.824433083752e-02,1.088799005546e+00,4.639999491625e-01,1.224695500675e+00
2.178684537885e-01,5.859291170012e-02,1.085492477589e+00,4.621257857093e-01,1.231604804087e+00
2.184086717022e-01,5.894302410475e-02,1.082177416687e+00,4.602501480792e-01,1.238523266632e+00
2.189502291186e-01,5.929466637599e-02,1.078854004235e+00,4.583731050232e-01,1.245450533740e+00
2.194931293592e-01,5.964783919181e-02,1.075522355610e+00,4.564947033563e-01,1.252386283311e+00
2.200373757535e-01,6.000254538940e-02,1.072182524571e+00,4.546149699893e-01,1.259330218140e+00
2.205829716394e-01,6.035878273426e-02,1.068834707541e+00,4.527339777349e-01,1.266281977430e+00
2.211299203631e-01,6.071655313090e-02,1.065478983554e+00,4.508517614333e-01,1.273241250509e+00
2.216782252790e-01,6.107585732624e-02,1.062115463600e+00,4.489683662040e-01,1.280207710847e+00
2.222278897498e-01,6.143669389973e-02,1.058744320101e+00,4.470838564063e-01,1.287181008413e+00
2.227789171467e-01,6.179906548406e-02,1.055365608997e+00,4.451982595521e-01,1.294160835167e+00
2.233313108492e-01,6.216297079465e-02,1.051979497680e+00,4.433116381372e-01,1.301146841584e+00
2.238850742450e-01,6.252840929588e-02,1.048586131829e+00,4.414240475230e-01,1.308138686975e+00
2.244402107303e-01,6.289538401626e-02,1.045185553165e+00,4.395355109354e-01,1.315136060900e+00
2.249967237100e-01,6.326389200185e-02,1.041777975917e+00,4.376461047193e-01,1.322138599903e+00
2.255546165969e-01,6.363393426688e-02,1.038363498750e+00,4.357558694478e-01,1.329145974930e+00
2.261138928128e-01,6.400551181481e-02,1.034942219415e+00,4.338648455556e-01,1.336157854196e+00
2.266745557877e-01,6.437862247579e-02,1.031514327982e+00,4.319731012413e-01,1.343173883364e+00
2.272366089600e-01,6.475326795142e-02,1.028079900062e+00,4.300806701194e-01,1.350193734146e+00
2.278000557770e-01,6.512944728705e-02,1.024639088449e+00,4.281876089546e-01,1.357217059933e+00
2.283648996942e-01,6.550715906541e-02,1.021192059238e+00,4.262939781626e-01,1.364243513149e+00
2.289311441757e-01,6.588640563856e-02,1.017738865271e+00,4.243998047904e-01,1.371272763848e+00
2.294987926945e-01,6.626718416559e-02,1.014279713298e+00,4.225051610289e-01,1.378304457187e+00
2.300678487319e-01,6.664949454224e-02,1.010814727722e+00,4.206100947211e-01,1.385338251756e+00
2.306383157779e-01,6.703333795009e-02,1.007343992756e+00,4.187146422396e-01,1.392373808148e+00
2.312101973311e-01,6.741871152069e-02,1.003867714109e+00,4.168188747823e-01,1.399410775293e+00
2.317834968991e-01,6.780561605454e-02,1.000385985433e+00,4.149228313345e-01,1.406448811950e+00
2.323582179977e-01,6.819405085790e-02,9.968989444291e-01,4.130265635057e-01,1.413487572228e+00
2.329343641518e-01,6.858401378013e-02,9.934067727415e-01,4.111301350501e-01,1.420526710085e+00
2.335119388949e-01,6.897550622679e-02,9.899095413534e-01,4.092335787778e-01,1.427565880803e+00
2.340909457692e-01,6.936852570863e-02,9.864074402205e-01,4.073369605929e-01,1.434604738669e+00
2.346713883259e-01,6.976307098802e-02,9.829006199343e-01,4.054403352219e-01,1.441642939827e+00
2.352532701247e-01,7.015914333875e-02,9.793891509570e-01,4.035437356382e-01,1.448680134940e+00
2.358365947344e-01,7.055673925566e-02,9.758732524005e-01,4.016472351535e-01,1.455715983859e+00
2.364213657325e-01,7.095585867999e-02,9.723530340733e-01,3.997508773359e-01,1.462750139928e+00
2.370075867054e-01,7.135650110213e-02,9.688286182001e-01,3.978547092602e-01,1.469782255749e+00
2.375952612484e-01,7.175866369813e-02,9.653001997695e-01,3.959587971486e-01,1.476811994417e+00
2.381843929657e-01,7.216234696743e-02,9.617678660367e-01,3.940631787926e-01,1.483839004035e+00
2.387749854705e-01,7.256754870449e-02,9.582317896264e-01,3.921679143944e-01,1.490862945788e+00
2.393670423849e-01,7.297426672716e-02,9.546921417277e-01,3.902730634919e-01,1.497883483586e+00
2.399605673399e-01,7.338250204884e-02,9.511489874448e-01,3.883786585244e-01,1.504900257900e+00
2.405555639757e-01,7.379225085995e-02,9.476025483697e-01,3.864847718309e-01,1.511912945105e+00
2.411520359414e-01,7.420351220917e-02,9.440529512129e-01,3.845914514510e-01,1.518921201368e+00
2.417499868951e-01,7.461628568698e-02,9.405003024617e-01,3.826987405849e-01,1.525924675572e+00
2.423494205042e-01,7.503056786683e-02,9.369448080732e-01,3.808067070205e-01,1.532923047415e+00
2.429503404448e-01,7.544635839394e-02,9.333865695090e-01,3.789153927029e-01,1.539915965447e+00
2.435527504026e-01,7.586365527097e-02,9.298257416697e-01,3.770248527634e-01,1.546903095440e+00
2.441566540720e-01,7.628245567193e-02,9.262625067451e-01,3.751351486866e-01,1.553884116066e+00
2.447620551568e-01,7.670275970528e-02,9.226969442280e-01,3.732463174805e-01,1.560858666555e+00
2.453689573700e-01,7.712456388485e-02,9.191292558950e-01,3.713584251935e-01,1.567826436036e+00
2.459773644336e-01,7.754786624904e-02,9.155595896992e-01,3.694715249299e-01,1.574787094607e+00
2.465872800791e-01,7.797266639781e-02,9.119880362572e-01,3.675856567070e-01,1.581740285290e+00
2.471987080471e-01,7.839896038250e-02,9.084148100066e-01,3.657008889579e-01,1.588685711518e+00
2.478116520874e-01,7.882674705691e-02,9.048400244043e-01,3.638172669208e-01,1.595623029753e+00
2.484261159592e-01,7.925602454934e-02,9.012638163871e-01,3.619348413245e-01,1.602551908015e+00
2.490421034312e-01,7.968678946868e-02,8.976863767091e-01,3.600536746936e-01,1.609472046809e+00
2.496596182811e-01,8.011904108012e-02,8.941077970723e-01,3.581738077487e-01,1.616383091617e+00
2.502786642961e-01,8.055277614586e-02,8.905282591115e-01,3.562953009005e-01,1.623284741716e+00
2.508992452729e-01,8.098799182361e-02,8.869479289201e-01,3.544182108995e-01,1.630176691353e+00
2.515213650174e-01,8.142468762617e-02,8.833668812436e-01,3.525425752955e-01,1.637058575653e+00
2.521450273453e-01,8.186285917214e-02,8.797853364577e-01,3.506684622414e-01,1.643930128405e+00
2.527702360813e-01,8.230250459675e-02,8.762034177132e-01,3.487959193877e-01,1.650791021095e+00
2.533969950599e-01,8.274362206485e-02,8.726212439037e-01,3.469249937611e-01,1.657640921675e+00
2.540253081251e-01,8.318620770777e-02,8.690390118654e-01,3.450557480139e-01,1.664479559027e+00
2.546551791302e-01,8.363026001918e-02,8.654568232491e-01,3.431882257034e-01,1.671306592018e+00
2.552866119384e-01,8.407577592762e-02,8.618748394075e-01,3.413224822935e-01,1.678121727397e+00
2.559196104220e-01,8.452275202828e-02,8.582932341373e-01,3.394585753792e-01,1.684924686812e+00
2.565541784635e-01,8.497118712071e-02,8.547120881338e-01,3.375965448731e-01,1.691715114370e+00
2.571903199544e-01,8.542107701209e-02,8.511316034871e-01,3.357364536331e-01,1.698492761399e+00
2.578280387965e-01,8.587241902613e-02,8.475519179350e-01,3.338783521995e-01,1.705257327254e+00
2.584673389006e-01,8.632521126946e-02,8.439731324105e-01,3.320222846211e-01,1.712008477564e+00
2.591082241878e-01,8.677944949096e-02,8.403954473618e-01,3.301683127738e-01,1.718745975461e+00
2.597506985885e-01,8.723513149356e-02,8.368189721015e-01,3.283164821686e-01,1.725469499788e+00
2.603947660431e-01,8.769225428372e-02,8.332438477486e-01,3.264668440441e-01,1.732178762080e+00
2.610404305016e-01,8.815081402529e-02,8.296702519701e-01,3.246194556461e-01,1.738873516251e+00
2.616876959240e-01,8.861080877127e-02,8.260982734602e-01,3.227743592728e-01,1.745553424838e+00
2.623365662797e-01,8.907223454796e-02,8.225280917665e-01,3.209316123092e-01,1.752218250690e+00
2.629870455485e-01,8.953508798142e-02,8.189598574917e-01,3.190912670648e-01,1.758867730671e+00
2.636391377197e-01,8.999936702032e-02,8.153936538520e-01,3.172533653483e-01,1.765501525946e+00
2.642928467926e-01,9.046506713250e-02,8.118296825038e-01,3.154179673771e-01,1.772119438953e+00
2.649481767765e-01,9.093218551875e-02,8.082680581614e-01,3.135851197385e-01,1.778721174421e+00
2.656051316903e-01,9.140071916936e-02,8.047089019450e-01,3.117548701888e-01,1.785306446037e+00
2.662637155633e-01,9.187066391658e-02,8.011523930608e-01,3.099272747530e-01,1.791875044976e+00
2.669239324346e-01,9.234201715458e-02,7.975986259939e-01,3.081023772403e-01,1.798426658121e+00
2.675857863532e-01,9.281477503978e-02,7.940477579932e-01,3.062802303164e-01,1.804961056661e+00
2.682492813784e-01,9.328893371449e-02,7.904999464192e-01,3.044608862687e-01,1.811478018398e+00
2.689144215793e-01,9.376449070933e-02,7.869552661512e-01,3.026443865773e-01,1.817977210527e+00
2.695812110353e-01,9.424144147365e-02,7.834139087858e-01,3.008307877858e-01,1.824458466453e+00
2.702496538358e-01,9.471978264907e-02,7.798759952491e-01,2.990201370869e-01,1.830921526070e+00
2.709197540804e-01,9.519951111085e-02,7.763416270763e-01,2.972124795108e-01,1.837366102671e+00
2.715915158787e-01,9.568062246420e-02,7.728109828016e-01,2.954078690225e-01,1.843792028788e+00
2.722649433508e-01,9.616311353872e-02,7.692841605740e-01,2.936063500851e-01,1.850199020758e+00
2.729400406267e-01,9.664698052634e-02,7.657612957890e-01,2.918079714181e-01,1.856586854979e+00
2.736168118469e-01,9.713221928832e-02,7.622425455786e-01,2.900127836978e-01,1.862955348613e+00
2.742952611619e-01,9.761882673197e-02,7.587279889565e-01,2.882208294926e-01,1.869304196892e+00
2.749753927328e-01,9.810679849605e-02,7.552177934069e-01,2.864321601941e-01,1.875633243547e+00
2.756572107307e-01,9.859613073048e-02,7.517120879790e-01,2.846468229935e-01,1.881942275794e+00
2.763407193373e-01,9.908682009262e-02,7.482109552061e-01,2.828648609568e-01,1.888231004139e+00
2.770259227445e-01,9.957886206866e-02,7.447145708992e-01,2.810863251921e-01,1.894499305591e+00
2.777128251547e-01,1.000722530230e-01,7.412230348675e-01,2.793112599876e-01,1.900746930168e+00
2.784014307807e-01,1.005669890838e-01,7.377364612863e-01,2.775397109003e-01,1.906973656451e+00
2.790917438457e-01,1.010630659377e-01,7.342550050827e-01,2.757717262062e-01,1.913179344059e+00
2.797837685834e-01,1.015604799676e-01,7.307787474561e-01,2.740073487335e-01,1.919363720485e+00
2.804775092380e-01,1.020592269051e-01,7.273078324770e-01,2.722466255325e-01,1.925526636115e+00
2.811729700641e-01,1.025593025817e-01,7.238423945330e-01,2.704896024798e-01,1.931667930725e+00
2.818701553272e-01,1.030607033310e-01,7.203824978939e-01,2.687363214357e-01,1.937787309797e+00
2.825690693030e-01,1.035634246302e-01,7.169283137900e-01,2.669868299055e-01,1.943884696955e+00
2.832697162780e-01,1.040674624816e-01,7.134799418441e-01,2.652411712128e-01,1.949959879179e+00
2.839721005492e-01,1.045728128464e-01,7.100374758159e-01,2.634993885372e-01,1.956012634364e+00
2.846762264244e-01,1.050794713453e-01,7.066010666439e-01,2.617615270152e-01,1.962042866703e+00
2.853820982219e-01,1.055874339390e-01,7.031707959224e-01,2.600276289445e-01,1.968050339231e+00
2.860897202710e-01,1.060966963512e-01,6.997467851925e-01,2.582977378513e-01,1.974034905473e+00
2.867990969115e-01,1.066072542867e-01,6.963291658027e-01,2.565718969496e-01,1.979996448531e+00
2.875102324939e-01,1.071191036041e-01,6.929180020076e-01,2.548501479409e-01,1.985934706161e+00
2.882231313797e-01,1.076322399253e-01,6.895134414452e-01,2.531325337416e-01,1.991849610419e+00
2.889377979411e-01,1.081466589816e-01,6.861155876810e-01,2.514190960668e-01,1.997741000675e+00
2.896542365611e-01,1.086623564612e-01,6.827245150149e-01,2.497098764975e-01,2.003608651465e+00
2.903724516337e-01,1.091793280281e-01,6.793403688283e-01,2.480049163490e-01,2.009452512687e+00
2.910924475638e-01,1.096975693259e-01,6.759632295022e-01,2.463042566441e-01,2.015272385256e+00
2.918142287669e-01,1.102170759656e-01,6.725931970956e-01,2.446079381989e-01,2.021068122498e+00
2.925377996699e-01,1.107378436357e-01,6.692303980797e-01,2.429160008682e-01,2.026839651324e+00
2.932631647105e-01,1.112598678168e-01,6.658748961398e-01,2.412284855025e-01,2.032586746098e+00
2.939903283371e-01,1.117831441794e-01,6.625268154657e-01,2.395454312280e-01,2.038309341328e+00
2.947192950097e-01,1.123076683589e-01,6.591862615914e-01,2.378668769872e-01,2.044007332205e+00
